Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-FRPIJE.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
PIJE	Adult	152.5	266.71	--	--	--	--	15.68	--	--	--
PIJE	Adult	95.66	142.92	--	--	--	--	24.26	--	--	--
PIJE	Adult	286.87	138.27	--	--	--	--	4.1	--	--	--
PIJE	Adult	159.72	165.04	--	--	--	--	9.4	--	--	--
PIJE	Adult	29.99	216.16	--	--	--	--	14.97	--	--	--
PIJE	Adult	149.43	80.01	--	--	--	--	5.27	--	--	--
PIJE	Adult	174.86	98.59	--	--	--	--	16.52	--	--	--
PIJE	Adult	118.48	53.12	--	--	--	--	32.48	--	--	--
PIJE	Adult	60.52	190.15	--	--	--	--	125.02	--	--	--
PIJE	Adult	87.99	195.42	--	--	--	--	38.9	--	--	--
PIJE	Adult	113.06	137.6	--	--	--	--	3.8	--	--	--
PIJE	Adult	225.05	106.97	--	--	--	--	7.8	--	--	--
PIJE	Adult	61.41	63.83	--	--	--	--	10.71	--	--	--
PIJE	Adult	286.72	142.88	--	--	--	--	81.37	--	--	--
PIJE	Adult	125.18	209.22	--	--	--	--	5.31	--	--	--
PIJE	Adult	188.26	183.16	--	--	--	--	68.11	--	--	--
PIJE	Adult	18.18	232.82	--	--	--	--	43.57	--	--	--
PIJE	Adult	121.71	119.42	--	--	--	--	6.48	--	--	--
PIJE	Adult	18.49	132.23	--	--	--	--	8.83	--	--	--
PIJE	Adult	103.83	188.89	--	--	--	--	24.58	--	--	--
PIJE	Adult	140.19	255.93	--	--	--	--	1.94	--	--	--
PIJE	Adult	161.8	262.52	--	--	--	--	9.46	--	--	--
PIJE	Adult	296.21	293.33	--	--	--	--	21.71	--	--	--
PIJE	Adult	298.51	270.86	--	--	--	--	13.57	--	--	--
PIJE	Adult	134.65	285.35	--	--	--	--	398.11	--	--	--
PIJE	Adult	111.62	118.28	--	--	--	--	10.75	--	--	--
PIJE	Adult	51.75	73.66	--	--	--	--	57.69	--	--	--
PIJE	Adult	45.53	253.45	--	--	--	--	24.64	--	--	--
PIJE	Adult	141.98	238.41	--	--	--	--	25.94	--	--	--
PIJE	Adult	225.94	96.21	--	--	--	--	5.5	--	--	--
PIJE	Adult	37.45	289.78	--	--	--	--	24.25	--	--	--
PIJE	Adult	171.89	272.37	--	--	--	--	7.6	--	--	--
PIJE	Adult	147.36	192.18	--	--	--	--	18.92	--	--	--
PIJE	Adult	212.57	250.54	--	--	--	--	12.11	--	--	--
PIJE	Adult	139.39	116.11	--	--	--	--	0.77	--	--	--
PIJE	Adult	153.98	209.86	--	--	--	--	17.27	--	--	--
PIJE	Adult	39.31	101.11	--	--	--	--	68.01	--	--	--
PIJE	Adult	101.37	243.09	--	--	--	--	124.72	--	--	--
PIJE	Adult	146.9	264.3	--	--	--	--	44.31	--	--	--
PIJE	Adult	41.8	109.84	--	--	--	--	43.72	--	--	--
PIJE	Adult	194.53	291.23	--	--	--	--	1.5	--	--	--
PIJE	Adult	280.41	231.43	--	--	--	--	2.28	--	--	--
PIJE	Adult	33.23	126.87	--	--	--	--	12.21	--	--	--
PIJE	Adult	3.13	68.3	--	--	--	--	150.76	--	--	--
PIJE	Adult	298.95	266.77	--	--	--	--	61.61	--	--	--
PIJE	Adult	238.69	250.8	--	--	--	--	44.46	--	--	--
PIJE	Adult	297.3	250.88	--	--	--	--	12.11	--	--	--
PIJE	Adult	44.55	115.54	--	--	--	--	10.38	--	--	--
PIJE	Adult	75.87	283.47	--	--	--	--	1.27	--	--	--
PIJE	Adult	165.24	100.91	--	--	--	--	17.5	--	--	--
PIJE	Adult	51.83	160.18	--	--	--	--	21.24	--	--	--
PIJE	Adult	77.03	101.75	--	--	--	--	4.54	--	--	--
PIJE	Adult	74.5	104.78	--	--	--	--	33.14	--	--	--
PIJE	Adult	250.28	283.68	--	--	--	--	15.2	--	--	--
PIJE	Adult	29.32	67.49	--	--	--	--	6.1	--	--	--
PIJE	Adult	27.31	95.29	--	--	--	--	4.95	--	--	--
PIJE	Adult	32.79	163.95	--	--	--	--	4.31	--	--	--
PIJE	Adult	203.94	243.69	--	--	--	--	6.12	--	--	--
PIJE	Adult	280.3	184.21	--	--	--	--	73.55	--	--	--
PIJE	Adult	93.63	125.83	--	--	--	--	30.56	--	--	--
PIJE	Adult	121.24	193.53	--	--	--	--	19.88	--	--	--
PIJE	Adult	256.5	202.07	--	--	--	--	30.28	--	--	--
PIJE	Adult	172.44	105.64	--	--	--	--	13.57	--	--	--
PIJE	Adult	253.28	193.56	--	--	--	--	31.64	--	--	--
PIJE	Adult	208.04	75.69	--	--	--	--	1.0	--	--	--
PIJE	Adult	136.56	110.48	--	--	--	--	228.78	--	--	--
PIJE	Adult	220.05	103.16	--	--	--	--	24.95	--	--	--
PIJE	Adult	128.82	118.09	--	--	--	--	19.72	--	--	--
PIJE	Adult	116.44	154.53	--	--	--	--	10.99	--	--	--
PIJE	Adult	252.14	184.62	--	--	--	--	121.89	--	--	--
PIJE	Adult	50.8	202.24	--	--	--	--	43.44	--	--	--
PIJE	Adult	39.56	243.2	--	--	--	--	68.65	--	--	--
PIJE	Adult	77.15	253.16	--	--	--	--	13.6	--	--	--
PIJE	Adult	256.77	242.53	--	--	--	--	2.27	--	--	--
PIJE	Adult	214.72	198.94	--	--	--	--	1.75	--	--	--
PIJE	Adult	101.3	175.89	--	--	--	--	11.83	--	--	--
PIJE	Adult	50.38	250.31	--	--	--	--	12.9	--	--	--
PIJE	Adult	244.33	284.44	--	--	--	--	16.64	--	--	--
PIJE	Adult	263.64	63.77	--	--	--	--	5.38	--	--	--
PIJE	Adult	267.14	78.87	--	--	--	--	9.17	--	--	--
PIJE	Adult	254.51	292.08	--	--	--	--	11.95	--	--	--
PIJE	Adult	67.6	129.65	--	--	--	--	16.85	--	--	--
PIJE	Adult	290.44	282.1	--	--	--	--	53.65	--	--	--
PIJE	Adult	296.45	146.44	--	--	--	--	7.12	--	--	--
PIJE	Adult	261.55	154.27	--	--	--	--	9.99	--	--	--
PIJE	Adult	246.64	216.36	--	--	--	--	5.06	--	--	--
PIJE	Adult	148.88	53.93	--	--	--	--	30.47	--	--	--
PIJE	Adult	135.26	118.64	--	--	--	--	36.48	--	--	--
PIJE	Adult	65.0	202.39	--	--	--	--	5.98	--	--	--
PIJE	Adult	267.46	221.61	--	--	--	--	13.69	--	--	--
PIJE	Adult	254.62	216.02	--	--	--	--	2.96	--	--	--
PIJE	Adult	296.31	88.75	--	--	--	--	2.41	--	--	--
PIJE	Adult	276.76	174.65	--	--	--	--	6.74	--	--	--
PIJE	Adult	117.67	197.12	--	--	--	--	224.67	--	--	--
PIJE	Adult	64.43	105.93	--	--	--	--	13.89	--	--	--
PIJE	Adult	166.44	181.58	--	--	--	--	30.55	--	--	--
PIJE	Adult	167.22	208.23	--	--	--	--	10.83	--	--	--
PIJE	Adult	249.42	52.46	--	--	--	--	5.71	--	--	--
PIJE	Adult	163.41	69.34	--	--	--	--	82.47	--	--	--
PIJE	Adult	231.18	112.07	--	--	--	--	3.22	--	--	--
PIJE	Adult	157.07	111.12	--	--	--	--	16.33	--	--	--
PIJE	Adult	240.65	17.25	--	--	--	--	21.91	--	--	--
PIJE	Adult	36.8	283.11	--	--	--	--	40.86	--	--	--
PIJE	Adult	50.14	198.45	--	--	--	--	9.77	--	--	--
PIJE	Adult	20.17	54.62	--	--	--	--	8.55	--	--	--
PIJE	Adult	293.62	246.79	--	--	--	--	25.77	--	--	--
PIJE	Adult	115.79	177.3	--	--	--	--	11.35	--	--	--
PIJE	Adult	280.68	200.5	--	--	--	--	7.97	--	--	--
PIJE	Adult	247.43	5.26	--	--	--	--	4.68	--	--	--
PIJE	Adult	252.48	174.82	--	--	--	--	161.39	--	--	--
PIJE	Adult	3.77	71.85	--	--	--	--	2.55	--	--	--
PIJE	Adult	209.88	24.53	--	--	--	--	22.38	--	--	--
PIJE	Adult	248.66	73.09	--	--	--	--	3.58	--	--	--
PIJE	Adult	219.06	258.76	--	--	--	--	124.01	--	--	--
PIJE	Adult	277.26	265.63	--	--	--	--	122.33	--	--	--
PIJE	Adult	186.85	163.01	--	--	--	--	16.39	--	--	--
PIJE	Adult	129.39	138.26	--	--	--	--	2.06	--	--	--
PIJE	Adult	211.96	67.34	--	--	--	--	18.17	--	--	--
PIJE	Adult	5.46	214.44	--	--	--	--	14.4	--	--	--
PIJE	Adult	252.81	264.39	--	--	--	--	29.44	--	--	--
PIJE	Adult	13.67	127.04	--	--	--	--	2.53	--	--	--
PIJE	Adult	42.84	127.98	--	--	--	--	45.21	--	--	--
PIJE	Adult	5.7	273.4	--	--	--	--	103.68	--	--	--
PIJE	Adult	184.85	155.9	--	--	--	--	4.87	--	--	--
PIJE	Adult	154.15	224.39	--	--	--	--	22.87	--	--	--
PIJE	Adult	282.36	270.43	--	--	--	--	3.81	--	--	--
PIJE	Adult	155.57	230.72	--	--	--	--	145.14	--	--	--
PIJE	Adult	206.93	232.16	--	--	--	--	23.51	--	--	--
PIJE	Adult	102.82	176.15	--	--	--	--	5.08	--	--	--
PIJE	Adult	31.95	264.03	--	--	--	--	19.4	--	--	--
PIJE	Adult	253.74	114.83	--	--	--	--	9.87	--	--	--
PIJE	Adult	43.5	123.04	--	--	--	--	6.29	--	--	--
PIJE	Adult	249.44	205.08	--	--	--	--	12.75	--	--	--
PIJE	Adult	108.82	230.62	--	--	--	--	2.54	--	--	--
PIJE	Adult	66.2	290.32	--	--	--	--	17.41	--	--	--
PIJE	Adult	261.12	280.81	--	--	--	--	1.11	--	--	--
PIJE	Adult	247.92	217.75	--	--	--	--	5.8	--	--	--
PIJE	Adult	197.41	85.83	--	--	--	--	13.9	--	--	--
PIJE	Adult	229.25	185.16	--	--	--	--	17.61	--	--	--
PIJE	Adult	53.24	215.28	--	--	--	--	6.11	--	--	--
PIJE	Adult	152.65	217.56	--	--	--	--	9.06	--	--	--
PIJE	Adult	158.75	299.41	--	--	--	--	11.95	--	--	--
PIJE	Adult	76.45	211.43	--	--	--	--	39.16	--	--	--
PIJE	Adult	200.88	14.18	--	--	--	--	10.23	--	--	--
PIJE	Adult	271.8	120.7	--	--	--	--	75.19	--	--	--
PIJE	Adult	129.5	292.08	--	--	--	--	1.34	--	--	--
PIJE	Adult	100.23	169.93	--	--	--	--	5.59	--	--	--
PIJE	Adult	281.02	90.43	--	--	--	--	22.56	--	--	--
PIJE	Adult	68.33	122.34	--	--	--	--	10.41	--	--	--
PIJE	Adult	11.96	221.46	--	--	--	--	20.08	--	--	--
PIJE	Adult	50.46	109.07	--	--	--	--	73.05	--	--	--
PIJE	Adult	37.56	256.19	--	--	--	--	2.14	--	--	--
PIJE	Adult	113.69	60.23	--	--	--	--	30.94	--	--	--
PIJE	Adult	23.04	224.97	--	--	--	--	29.96	--	--	--
PIJE	Adult	44.17	200.06	--	--	--	--	8.27	--	--	--
PIJE	Adult	184.02	227.85	--	--	--	--	4.04	--	--	--
PIJE	Adult	176.45	91.68	--	--	--	--	4.63	--	--	--
PIJE	Adult	290.56	48.09	--	--	--	--	64.06	--	--	--
PIJE	Adult	78.92	81.2	--	--	--	--	21.74	--	--	--
PIJE	Adult	45.04	218.09	--	--	--	--	20.58	--	--	--
PIJE	Adult	233.99	252.51	--	--	--	--	34.54	--	--	--
PIJE	Adult	215.03	191.7	--	--	--	--	10.66	--	--	--
PIJE	Adult	270.14	281.05	--	--	--	--	5.09	--	--	--
PIJE	Adult	8.85	170.87	--	--	--	--	15.75	--	--	--
PIJE	Adult	209.24	102.46	--	--	--	--	21.36	--	--	--
PIJE	Adult	160.59	52.05	--	--	--	--	4.37	--	--	--
PIJE	Adult	286.58	178.63	--	--	--	--	46.45	--	--	--
PIJE	Adult	253.19	1.47	--	--	--	--	82.94	--	--	--
PIJE	Adult	136.73	291.12	--	--	--	--	7.89	--	--	--
PIJE	Adult	215.69	250.33	--	--	--	--	10.41	--	--	--
PIJE	Adult	172.57	83.4	--	--	--	--	0.93	--	--	--
PIJE	Adult	259.96	282.99	--	--	--	--	53.51	--	--	--
PIJE	Adult	15.0	257.16	--	--	--	--	15.83	--	--	--
PIJE	Adult	29.53	277.23	--	--	--	--	13.61	--	--	--
PIJE	Adult	242.05	299.78	--	--	--	--	21.66	--	--	--
PIJE	Adult	184.55	60.89	--	--	--	--	5.3	--	--	--
PIJE	Adult	111.73	155.35	--	--	--	--	10.04	--	--	--
PIJE	Adult	35.58	260.21	--	--	--	--	12.9	--	--	--
PIJE	Adult	69.69	89.9	--	--	--	--	21.51	--	--	--
PIJE	Adult	175.43	170.93	--	--	--	--	6.72	--	--	--
PIJE	Adult	240.49	140.59	--	--	--	--	12.53	--	--	--
PIJE	Adult	254.29	265.58	--	--	--	--	18.88	--	--	--
PIJE	Adult	129.82	149.7	--	--	--	--	79.51	--	--	--
PIJE	Adult	133.22	217.46	--	--	--	--	135.66	--	--	--
PIJE	Adult	294.43	219.91	--	--	--	--	34.89	--	--	--
PIJE	Adult	284.39	234.88	--	--	--	--	51.4	--	--	--
PIJE	Adult	292.43	223.63	--	--	--	--	0.69	--	--	--
PIJE	Adult	157.3	237.47	--	--	--	--	32.29	--	--	--
PIJE	Adult	56.45	294.21	--	--	--	--	5.92	--	--	--
PIJE	Adult	298.06	160.89	--	--	--	--	5.97	--	--	--
PIJE	Adult	44.22	108.14	--	--	--	--	55.71	--	--	--
PIJE	Adult	227.16	201.75	--	--	--	--	136.92	--	--	--
PIJE	Adult	230.82	151.64	--	--	--	--	35.96	--	--	--
PIJE	Adult	188.28	88.68	--	--	--	--	11.3	--	--	--
PIJE	Adult	41.38	185.25	--	--	--	--	4.41	--	--	--
PIJE	Adult	276.13	115.06	--	--	--	--	48.46	--	--	--
PIJE	Adult	275.39	14.62	--	--	--	--	6.54	--	--	--
PIJE	Adult	174.62	295.47	--	--	--	--	3.77	--	--	--
PIJE	Adult	201.36	294.53	--	--	--	--	4.25	--	--	--
PIJE	Adult	266.11	30.43	--	--	--	--	20.68	--	--	--
PIJE	Adult	230.39	15.37	--	--	--	--	4.65	--	--	--
PIJE	Adult	233.99	90.19	--	--	--	--	11.0	--	--	--
PIJE	Adult	145.65	112.7	--	--	--	--	80.47	--	--	--
PIJE	Adult	281.53	261.41	--	--	--	--	77.17	--	--	--
PIJE	Adult	247.01	191.75	--	--	--	--	11.91	--	--	--
PIJE	Adult	246.42	231.57	--	--	--	--	30.18	--	--	--
PIJE	Adult	257.37	198.71	--	--	--	--	0.93	--	--	--
PIJE	Adult	23.15	185.21	--	--	--	--	19.64	--	--	--
PIJE	Adult	67.07	63.93	--	--	--	--	73.9	--	--	--
PIJE	Adult	48.72	255.88	--	--	--	--	9.39	--	--	--
PIJE	Adult	114.08	61.62	--	--	--	--	16.31	--	--	--
PIJE	Adult	77.3	114.05	--	--	--	--	62.15	--	--	--
PIJE	Adult	153.65	269.36	--	--	--	--	9.82	--	--	--
PIJE	Adult	213.5	71.31	--	--	--	--	3.71	--	--	--
PIJE	Adult	224.81	191.6	--	--	--	--	8.24	--	--	--
PIJE	Adult	180.55	200.62	--	--	--	--	4.55	--	--	--
PIJE	Adult	174.72	176.98	--	--	--	--	4.97	--	--	--
PIJE	Adult	203.72	236.13	--	--	--	--	11.46	--	--	--
PIJE	Adult	284.88	296.06	--	--	--	--	9.27	--	--	--
PIJE	Adult	20.75	189.49	--	--	--	--	3.4	--	--	--
PIJE	Adult	152.66	126.48	--	--	--	--	17.22	--	--	--
PIJE	Adult	138.09	229.53	--	--	--	--	39.07	--	--	--
PIJE	Adult	202.12	51.61	--	--	--	--	7.9	--	--	--
PIJE	Adult	120.98	94.76	--	--	--	--	26.42	--	--	--
PIJE	Adult	19.78	53.61	--	--	--	--	22.76	--	--	--
PIJE	Adult	82.56	70.15	--	--	--	--	2.68	--	--	--
PIJE	Adult	275.17	30.76	--	--	--	--	4.19	--	--	--
PIJE	Adult	80.15	176.86	--	--	--	--	38.17	--	--	--
PIJE	Adult	60.78	102.01	--	--	--	--	12.14	--	--	--
PIJE	Adult	281.2	123.34	--	--	--	--	5.81	--	--	--
PIJE	Adult	15.03	297.82	--	--	--	--	1.28	--	--	--
PIJE	Adult	293.23	149.98	--	--	--	--	26.5	--	--	--
PIJE	Adult	97.82	242.99	--	--	--	--	31.19	--	--	--
PIJE	Adult	269.46	114.61	--	--	--	--	33.28	--	--	--
PIJE	Adult	60.28	200.88	--	--	--	--	47.82	--	--	--
PIJE	Adult	80.6	137.73	--	--	--	--	18.57	--	--	--
PIJE	Adult	189.18	230.1	--	--	--	--	5.47	--	--	--
PIJE	Adult	145.39	158.42	--	--	--	--	59.81	--	--	--
PIJE	Adult	57.86	181.84	--	--	--	--	11.49	--	--	--
PIJE	Adult	250.39	47.71	--	--	--	--	11.45	--	--	--
PIJE	Adult	291.92	246.47	--	--	--	--	67.62	--	--	--
PIJE	Adult	94.02	184.21	--	--	--	--	5.7	--	--	--
PIJE	Adult	214.11	3.11	--	--	--	--	14.24	--	--	--
PIJE	Adult	221.4	213.19	--	--	--	--	3.34	--	--	--
PIJE	Adult	8.32	162.98	--	--	--	--	29.52	--	--	--
PIJE	Adult	92.01	94.57	--	--	--	--	7.19	--	--	--
PIJE	Adult	142.23	146.27	--	--	--	--	4.26	--	--	--
PIJE	Adult	206.64	152.13	--	--	--	--	8.01	--	--	--
PIJE	Adult	8.95	206.01	--	--	--	--	12.07	--	--	--
PIJE	Adult	122.52	258.02	--	--	--	--	56.27	--	--	--
PIJE	Adult	205.15	269.65	--	--	--	--	72.57	--	--	--
PIJE	Adult	21.28	188.67	--	--	--	--	6.71	--	--	--
PIJE	Adult	87.91	214.64	--	--	--	--	1.33	--	--	--
PIJE	Adult	190.69	96.34	--	--	--	--	17.69	--	--	--
PIJE	Adult	127.09	59.92	--	--	--	--	7.88	--	--	--
PIJE	Adult	97.34	212.24	--	--	--	--	42.27	--	--	--
PIJE	Adult	90.36	231.38	--	--	--	--	7.16	--	--	--
PIJE	Adult	195.14	58.08	--	--	--	--	3.59	--	--	--
PIJE	Adult	128.26	76.55	--	--	--	--	3.62	--	--	--
PIJE	Adult	244.16	145.88	--	--	--	--	59.15	--	--	--
PIJE	Adult	5.77	250.28	--	--	--	--	5.97	--	--	--
PIJE	Adult	201.83	279.55	--	--	--	--	24.43	--	--	--
PIJE	Adult	250.51	55.58	--	--	--	--	6.47	--	--	--
PIJE	Adult	14.03	185.09	--	--	--	--	7.52	--	--	--
PIJE	Adult	127.67	267.23	--	--	--	--	156.36	--	--	--
PIJE	Adult	227.38	270.26	--	--	--	--	15.87	--	--	--
PIJE	Adult	135.48	148.94	--	--	--	--	27.04	--	--	--
PIJE	Adult	102.05	188.23	--	--	--	--	5.18	--	--	--
PIJE	Adult	269.36	296.72	--	--	--	--	4.86	--	--	--
PIJE	Adult	146.31	50.77	--	--	--	--	17.9	--	--	--
PIJE	Adult	263.27	37.67	--	--	--	--	10.7	--	--	--
PIJE	Adult	151.8	295.18	--	--	--	--	2.75	--	--	--
PIJE	Adult	122.09	262.24	--	--	--	--	2.33	--	--	--
PIJE	Adult	7.98	280.12	--	--	--	--	33.87	--	--	--
PIJE	Adult	170.73	288.57	--	--	--	--	136.56	--	--	--
PIJE	Adult	73.68	175.22	--	--	--	--	87.93	--	--	--
PIJE	Adult	277.7	114.14	--	--	--	--	67.76	--	--	--
PIJE	Adult	174.71	167.06	--	--	--	--	5.98	--	--	--
PIJE	Adult	2.04	80.88	--	--	--	--	8.22	--	--	--
PIJE	Adult	270.28	139.0	--	--	--	--	55.08	--	--	--
PIJE	Adult	273.19	38.91	--	--	--	--	21.09	--	--	--
PIJE	Adult	246.07	23.57	--	--	--	--	96.87	--	--	--
PIJE	Adult	269.7	33.35	--	--	--	--	117.34	--	--	--
PIJE	Adult	146.31	235.73	--	--	--	--	1.15	--	--	--
PIJE	Adult	117.03	168.02	--	--	--	--	21.11	--	--	--
PIJE	Adult	69.34	277.45	--	--	--	--	20.58	--	--	--
PIJE	Adult	16.54	77.52	--	--	--	--	2.2	--	--	--
PIJE	Adult	26.85	222.58	--	--	--	--	7.18	--	--	--
PIJE	Adult	261.97	271.46	--	--	--	--	169.88	--	--	--
PIJE	Adult	115.31	169.58	--	--	--	--	12.33	--	--	--
PIJE	Adult	93.95	211.35	--	--	--	--	12.39	--	--	--
PIJE	Adult	163.35	127.02	--	--	--	--	84.5	--	--	--
PIJE	Adult	180.53	258.74	--	--	--	--	2.33	--	--	--
PIJE	Adult	155.64	100.71	--	--	--	--	5.91	--	--	--
PIJE	Adult	295.4	124.68	--	--	--	--	41.18	--	--	--
PIJE	Adult	6.11	80.3	--	--	--	--	4.67	--	--	--
PIJE	Adult	268.05	35.93	--	--	--	--	73.62	--	--	--
PIJE	Adult	130.77	135.08	--	--	--	--	6.72	--	--	--
PIJE	Adult	254.21	108.47	--	--	--	--	2.14	--	--	--
PIJE	Adult	181.84	52.81	--	--	--	--	42.62	--	--	--
PIJE	Adult	114.71	94.48	--	--	--	--	16.67	--	--	--
PIJE	Adult	163.4	176.71	--	--	--	--	5.27	--	--	--
PIJE	Adult	145.32	179.87	--	--	--	--	31.94	--	--	--
PIJE	Adult	214.27	92.15	--	--	--	--	10.45	--	--	--
PIJE	Adult	42.81	140.92	--	--	--	--	19.48	--	--	--
PIJE	Adult	34.93	145.93	--	--	--	--	17.77	--	--	--
PIJE	Adult	244.9	164.39	--	--	--	--	19.35	--	--	--
PIJE	Adult	82.53	266.93	--	--	--	--	13.16	--	--	--
PIJE	Adult	253.73	113.64	--	--	--	--	38.66	--	--	--
PIJE	Adult	295.39	239.29	--	--	--	--	49.9	--	--	--
PIJE	Adult	54.73	196.74	--	--	--	--	5.99	--	--	--
PIJE	Adult	101.48	102.08	--	--	--	--	9.69	--	--	--
PIJE	Adult	266.58	5.53	--	--	--	--	127.74	--	--	--
PIJE	Adult	242.33	54.83	--	--	--	--	51.21	--	--	--
PIJE	Adult	173.2	238.06	--	--	--	--	26.6	--	--	--
PIJE	Adult	169.83	294.64	--	--	--	--	71.14	--	--	--
PIJE	Adult	92.67	111.5	--	--	--	--	2.37	--	--	--
PIJE	Adult	175.92	175.95	--	--	--	--	1.97	--	--	--
PIJE	Adult	138.65	117.68	--	--	--	--	49.15	--	--	--
PIJE	Adult	156.93	148.4	--	--	--	--	12.36	--	--	--
PIJE	Adult	43.95	61.92	--	--	--	--	49.59	--	--	--
PIJE	Adult	192.34	178.35	--	--	--	--	2.63	--	--	--
PIJE	Adult	33.38	243.74	--	--	--	--	9.59	--	--	--
PIJE	Adult	152.64	281.21	--	--	--	--	67.86	--	--	--
PIJE	Adult	298.72	239.52	--	--	--	--	8.36	--	--	--
PIJE	Adult	219.33	29.13	--	--	--	--	86.82	--	--	--
PIJE	Adult	210.95	132.19	--	--	--	--	21.18	--	--	--
PIJE	Adult	165.56	166.57	--	--	--	--	28.85	--	--	--
PIJE	Adult	52.35	58.41	--	--	--	--	60.3	--	--	--
PIJE	Adult	29.06	80.5	--	--	--	--	73.08	--	--	--
PIJE	Adult	238.01	226.27	--	--	--	--	7.34	--	--	--
PIJE	Adult	166.93	213.35	--	--	--	--	20.74	--	--	--
PIJE	Adult	7.88	163.31	--	--	--	--	70.2	--	--	--
PIJE	Adult	104.25	243.05	--	--	--	--	211.94	--	--	--
PIJE	Adult	53.89	124.7	--	--	--	--	5.61	--	--	--
PIJE	Adult	158.28	276.53	--	--	--	--	376.25	--	--	--
PIJE	Adult	261.71	115.53	--	--	--	--	18.16	--	--	--
PIJE	Adult	286.42	70.55	--	--	--	--	9.37	--	--	--
PIJE	Adult	189.71	159.03	--	--	--	--	7.27	--	--	--
PIJE	Adult	246.44	41.51	--	--	--	--	31.77	--	--	--
PIJE	Adult	75.49	117.38	--	--	--	--	72.1	--	--	--
PIJE	Adult	82.62	140.33	--	--	--	--	0.82	--	--	--
PIJE	Adult	17.95	226.59	--	--	--	--	27.55	--	--	--
PIJE	Adult	165.57	75.09	--	--	--	--	2.21	--	--	--
PIJE	Adult	273.72	138.09	--	--	--	--	19.82	--	--	--
PIJE	Adult	194.21	150.84	--	--	--	--	39.26	--	--	--
PIJE	Adult	50.24	253.89	--	--	--	--	19.24	--	--	--
PIJE	Adult	84.99	80.39	--	--	--	--	0.95	--	--	--
PIJE	Adult	81.77	230.93	--	--	--	--	106.53	--	--	--
PIJE	Adult	130.71	95.27	--	--	--	--	2.03	--	--	--
PIJE	Adult	51.63	239.5	--	--	--	--	3.58	--	--	--
PIJE	Adult	251.28	93.28	--	--	--	--	33.85	--	--	--
PIJE	Adult	133.61	160.84	--	--	--	--	19.82	--	--	--
PIJE	Adult	203.66	111.89	--	--	--	--	12.76	--	--	--
PIJE	Adult	225.74	41.13	--	--	--	--	4.18	--	--	--
PIJE	Adult	266.9	133.78	--	--	--	--	25.01	--	--	--
PIJE	Adult	63.61	238.34	--	--	--	--	9.36	--	--	--
PIJE	Adult	16.52	97.96	--	--	--	--	1.38	--	--	--
PIJE	Adult	140.5	230.87	--	--	--	--	57.65	--	--	--
PIJE	Adult	282.24	277.03	--	--	--	--	7.4	--	--	--
PIJE	Adult	74.2	168.04	--	--	--	--	32.25	--	--	--
PIJE	Adult	34.95	289.57	--	--	--	--	43.99	--	--	--
PIJE	Adult	97.27	135.5	--	--	--	--	231.28	--	--	--
PIJE	Adult	26.92	68.76	--	--	--	--	19.1	--	--	--
PIJE	Adult	73.0	292.33	--	--	--	--	2.13	--	--	--
PIJE	Adult	2.1	182.83	--	--	--	--	22.99	--	--	--
PIJE	Adult	168.78	124.17	--	--	--	--	85.15	--	--	--
PIJE	Adult	252.14	49.83	--	--	--	--	27.59	--	--	--
PIJE	Adult	41.34	77.68	--	--	--	--	26.41	--	--	--
PIJE	Adult	84.55	234.53	--	--	--	--	74.14	--	--	--
PIJE	Adult	294.12	232.91	--	--	--	--	32.33	--	--	--
PIJE	Adult	30.01	68.1	--	--	--	--	12.37	--	--	--
PIJE	Adult	69.26	97.55	--	--	--	--	13.63	--	--	--
PIJE	Adult	256.9	101.97	--	--	--	--	7.13	--	--	--
PIJE	Adult	161.83	165.49	--	--	--	--	18.74	--	--	--
PIJE	Adult	285.7	245.95	--	--	--	--	245.35	--	--	--
PIJE	Adult	157.71	283.58	--	--	--	--	24.32	--	--	--
PIJE	Adult	18.59	87.47	--	--	--	--	11.06	--	--	--
PIJE	Adult	117.97	73.78	--	--	--	--	133.8	--	--	--
PIJE	Adult	190.64	236.34	--	--	--	--	25.08	--	--	--
PIJE	Adult	60.15	128.32	--	--	--	--	7.96	--	--	--
PIJE	Adult	155.63	118.33	--	--	--	--	5.74	--	--	--
PIJE	Adult	209.9	40.56	--	--	--	--	8.72	--	--	--
PIJE	Adult	289.4	192.53	--	--	--	--	28.92	--	--	--
PIJE	Adult	237.7	117.29	--	--	--	--	3.64	--	--	--
PIJE	Adult	39.04	175.05	--	--	--	--	62.9	--	--	--
PIJE	Adult	266.47	251.65	--	--	--	--	13.06	--	--	--
PIJE	Adult	133.12	292.28	--	--	--	--	12.89	--	--	--
PIJE	Adult	258.69	293.19	--	--	--	--	3.0	--	--	--
PIJE	Adult	74.42	134.69	--	--	--	--	109.59	--	--	--
PIJE	Adult	7.71	145.23	--	--	--	--	12.8	--	--	--
PIJE	Adult	110.42	244.18	--	--	--	--	131.1	--	--	--
PIJE	Adult	135.68	87.75	--	--	--	--	130.38	--	--	--
PIJE	Adult	86.19	182.7	--	--	--	--	18.94	--	--	--
PIJE	Adult	162.66	104.3	--	--	--	--	2.54	--	--	--
PIJE	Adult	27.89	262.78	--	--	--	--	9.75	--	--	--
