Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-EMRIDGE.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
PIMO	Adult	153.803	46.079	--	--	--	--	4.967	--	--	--
PIMO	Adult	62.757	236.414	--	--	--	--	5.29	--	--	--
PIMO	Adult	243.534	65.14	--	--	--	--	19.253	--	--	--
PIMO	Adult	119.669	104.051	--	--	--	--	2.99	--	--	--
PIMO	Adult	282.206	210.544	--	--	--	--	25.587	--	--	--
PIMO	Adult	289.194	97.549	--	--	--	--	20.515	--	--	--
PIMO	Adult	16.936	161.675	--	--	--	--	15.528	--	--	--
PIMO	Adult	247.901	245.236	--	--	--	--	16.422	--	--	--
PIMO	Adult	264.174	212.238	--	--	--	--	23.831	--	--	--
PIMO	Adult	271.754	150.98	--	--	--	--	24.982	--	--	--
PIMO	Adult	123.941	169.626	--	--	--	--	6.536	--	--	--
PIMO	Adult	248.696	267.092	--	--	--	--	11.998	--	--	--
PIMO	Adult	12.519	166.017	--	--	--	--	5.255	--	--	--
PIMO	Adult	127.583	137.353	--	--	--	--	1.491	--	--	--
PIMO	Adult	98.263	93.6	--	--	--	--	1.547	--	--	--
PIMO	Adult	132.077	239.268	--	--	--	--	151.025	--	--	--
PIMO	Adult	170.574	291.256	--	--	--	--	4.397	--	--	--
PIMO	Adult	29.001	31.121	--	--	--	--	21.395	--	--	--
PIMO	Adult	214.035	191.584	--	--	--	--	16.593	--	--	--
PIMO	Adult	98.972	77.859	--	--	--	--	4.703	--	--	--
PIMO	Adult	134.157	154.194	--	--	--	--	23.709	--	--	--
PIMO	Adult	219.528	218.005	--	--	--	--	13.967	--	--	--
PIMO	Adult	187.981	17.136	--	--	--	--	9.482	--	--	--
PIMO	Adult	21.131	245.016	--	--	--	--	11.403	--	--	--
PIMO	Adult	166.435	250.0	--	--	--	--	27.529	--	--	--
PIMO	Adult	210.716	260.531	--	--	--	--	22.854	--	--	--
PIMO	Adult	227.546	200.466	--	--	--	--	17.577	--	--	--
PIMO	Adult	151.185	207.75	--	--	--	--	12.063	--	--	--
PIMO	Adult	294.577	255.949	--	--	--	--	27.123	--	--	--
PIMO	Adult	259.127	240.249	--	--	--	--	10.555	--	--	--
PIMO	Adult	204.459	153.398	--	--	--	--	9.665	--	--	--
PIMO	Adult	117.777	21.519	--	--	--	--	118.771	--	--	--
PIMO	Adult	165.237	35.798	--	--	--	--	9.016	--	--	--
PIMO	Adult	162.52	173.235	--	--	--	--	27.893	--	--	--
PIMO	Adult	278.416	255.664	--	--	--	--	11.766	--	--	--
PIMO	Adult	50.128	298.051	--	--	--	--	7.785	--	--	--
PIMO	Adult	250.308	217.908	--	--	--	--	9.028	--	--	--
PIMO	Adult	117.054	291.237	--	--	--	--	5.735	--	--	--
PIMO	Adult	164.4	70.844	--	--	--	--	5.671	--	--	--
PIMO	Adult	217.673	268.922	--	--	--	--	5.542	--	--	--
PIMO	Adult	95.947	137.704	--	--	--	--	11.014	--	--	--
PIMO	Adult	244.466	72.417	--	--	--	--	12.435	--	--	--
PIMO	Adult	122.383	168.138	--	--	--	--	16.314	--	--	--
PIMO	Adult	96.811	82.419	--	--	--	--	4.82	--	--	--
PIMO	Adult	93.373	10.247	--	--	--	--	18.374	--	--	--
PIMO	Adult	270.838	85.54	--	--	--	--	16.839	--	--	--
PIMO	Adult	259.281	246.53	--	--	--	--	2.463	--	--	--
PIMO	Adult	211.507	92.342	--	--	--	--	3.459	--	--	--
PIMO	Adult	98.56	35.87	--	--	--	--	8.028	--	--	--
PIMO	Adult	219.354	76.296	--	--	--	--	11.368	--	--	--
PIMO	Adult	202.036	117.051	--	--	--	--	20.1	--	--	--
PIMO	Adult	135.246	225.929	--	--	--	--	124.165	--	--	--
PIMO	Adult	91.011	289.222	--	--	--	--	3.569	--	--	--
PIMO	Adult	149.434	172.887	--	--	--	--	10.503	--	--	--
PIMO	Adult	85.117	263.99	--	--	--	--	8.529	--	--	--
PIMO	Adult	280.066	195.411	--	--	--	--	54.944	--	--	--
PIMO	Adult	108.675	20.545	--	--	--	--	80.387	--	--	--
PIMO	Adult	250.962	121.294	--	--	--	--	24.61	--	--	--
PIMO	Adult	193.644	97.132	--	--	--	--	16.548	--	--	--
PIMO	Adult	155.085	86.147	--	--	--	--	86.945	--	--	--
PIMO	Adult	8.938	177.013	--	--	--	--	24.216	--	--	--
PIMO	Adult	190.144	260.323	--	--	--	--	9.408	--	--	--
PIMO	Adult	289.736	277.247	--	--	--	--	31.127	--	--	--
PIMO	Adult	86.22	106.224	--	--	--	--	4.617	--	--	--
PIMO	Adult	111.616	121.757	--	--	--	--	5.597	--	--	--
PIMO	Adult	83.416	75.11	--	--	--	--	9.465	--	--	--
PIMO	Adult	208.748	196.21	--	--	--	--	9.759	--	--	--
PIMO	Adult	269.303	26.182	--	--	--	--	12.375	--	--	--
PIMO	Adult	186.997	144.281	--	--	--	--	109.598	--	--	--
PIMO	Adult	15.606	63.071	--	--	--	--	9.017	--	--	--
PIMO	Adult	21.751	241.855	--	--	--	--	9.109	--	--	--
PIMO	Adult	199.648	93.451	--	--	--	--	1.641	--	--	--
PIMO	Adult	113.014	154.409	--	--	--	--	4.413	--	--	--
PIMO	Adult	85.515	165.223	--	--	--	--	9.552	--	--	--
PIMO	Adult	188.303	283.75	--	--	--	--	11.959	--	--	--
PIMO	Adult	298.777	192.758	--	--	--	--	74.321	--	--	--
PIMO	Adult	240.721	127.532	--	--	--	--	12.737	--	--	--
PIMO	Adult	43.617	59.855	--	--	--	--	24.36	--	--	--
PIMO	Adult	116.254	199.306	--	--	--	--	13.029	--	--	--
PIMO	Adult	98.749	225.584	--	--	--	--	13.973	--	--	--
PIMO	Adult	12.881	203.876	--	--	--	--	4.727	--	--	--
PIMO	Adult	153.011	75.439	--	--	--	--	27.029	--	--	--
PIMO	Adult	225.119	221.743	--	--	--	--	7.737	--	--	--
PIMO	Adult	52.109	81.471	--	--	--	--	4.716	--	--	--
PIMO	Adult	154.781	1.654	--	--	--	--	6.349	--	--	--
PIMO	Adult	8.067	32.286	--	--	--	--	10.921	--	--	--
PIMO	Adult	206.136	292.309	--	--	--	--	2.657	--	--	--
PIMO	Adult	269.234	157.23	--	--	--	--	4.802	--	--	--
PIMO	Adult	38.35	290.558	--	--	--	--	16.492	--	--	--
PIMO	Adult	77.802	98.48	--	--	--	--	2.501	--	--	--
PIMO	Adult	280.54	214.952	--	--	--	--	10.645	--	--	--
PIMO	Adult	238.009	152.885	--	--	--	--	24.061	--	--	--
PIMO	Adult	0.2	232.587	--	--	--	--	5.437	--	--	--
PIMO	Adult	226.878	119.815	--	--	--	--	17.6	--	--	--
PIMO	Adult	181.942	88.79	--	--	--	--	23.29	--	--	--
PIMO	Adult	228.37	208.372	--	--	--	--	2.627	--	--	--
PIMO	Adult	81.62	154.804	--	--	--	--	23.731	--	--	--
PIMO	Adult	125.468	269.546	--	--	--	--	16.517	--	--	--
PIMO	Adult	102.216	201.71	--	--	--	--	7.743	--	--	--
PIMO	Adult	128.571	1.095	--	--	--	--	8.442	--	--	--
PIMO	Adult	11.936	261.773	--	--	--	--	7.569	--	--	--
PIMO	Adult	234.654	109.52	--	--	--	--	27.601	--	--	--
PIMO	Adult	273.867	281.923	--	--	--	--	12.6	--	--	--
PIMO	Adult	7.803	22.776	--	--	--	--	11.667	--	--	--
PIMO	Adult	255.213	20.997	--	--	--	--	6.372	--	--	--
PIMO	Adult	19.698	122.28	--	--	--	--	58.932	--	--	--
PIMO	Adult	12.305	33.166	--	--	--	--	22.791	--	--	--
PIMO	Adult	221.753	45.12	--	--	--	--	21.754	--	--	--
PIMO	Adult	243.498	126.499	--	--	--	--	310.575	--	--	--
PIMO	Adult	152.548	118.539	--	--	--	--	32.193	--	--	--
PIMO	Adult	69.093	165.605	--	--	--	--	31.661	--	--	--
PIMO	Adult	174.16	141.734	--	--	--	--	97.63	--	--	--
PIMO	Adult	246.926	70.339	--	--	--	--	39.739	--	--	--
PIMO	Adult	79.118	23.011	--	--	--	--	16.841	--	--	--
PIMO	Adult	39.493	191.064	--	--	--	--	13.972	--	--	--
PIMO	Adult	269.58	15.126	--	--	--	--	8.316	--	--	--
PIMO	Adult	195.828	262.231	--	--	--	--	14.61	--	--	--
PIMO	Adult	143.783	42.763	--	--	--	--	11.301	--	--	--
PIMO	Adult	95.819	161.785	--	--	--	--	23.24	--	--	--
PIMO	Adult	202.457	222.18	--	--	--	--	6.724	--	--	--
PIMO	Adult	161.714	124.938	--	--	--	--	22.626	--	--	--
PIMO	Adult	128.686	29.943	--	--	--	--	97.091	--	--	--
PIMO	Adult	127.518	142.515	--	--	--	--	26.633	--	--	--
PIMO	Adult	218.48	137.661	--	--	--	--	38.748	--	--	--
PIMO	Adult	165.642	99.995	--	--	--	--	17.201	--	--	--
PIMO	Adult	64.594	37.091	--	--	--	--	12.626	--	--	--
PIMO	Adult	66.014	198.873	--	--	--	--	85.405	--	--	--
PIMO	Adult	144.097	234.694	--	--	--	--	2.602	--	--	--
PIMO	Adult	198.595	198.489	--	--	--	--	6.462	--	--	--
PIMO	Adult	157.668	277.092	--	--	--	--	4.451	--	--	--
PIMO	Adult	200.108	239.586	--	--	--	--	22.543	--	--	--
PIMO	Adult	16.927	29.474	--	--	--	--	7.929	--	--	--
PIMO	Adult	92.012	276.236	--	--	--	--	9.143	--	--	--
PIMO	Adult	171.523	197.928	--	--	--	--	17.733	--	--	--
PIMO	Adult	43.673	240.089	--	--	--	--	11.715	--	--	--
PIMO	Adult	65.054	48.464	--	--	--	--	20.483	--	--	--
PIMO	Adult	58.532	204.972	--	--	--	--	8.991	--	--	--
PIMO	Adult	97.895	41.369	--	--	--	--	9.91	--	--	--
PIMO	Adult	39.469	95.135	--	--	--	--	9.026	--	--	--
PIMO	Adult	76.269	244.857	--	--	--	--	26.942	--	--	--
PIMO	Adult	140.933	261.477	--	--	--	--	2.533	--	--	--
PIMO	Adult	153.503	292.86	--	--	--	--	13.145	--	--	--
PIMO	Adult	286.914	91.446	--	--	--	--	19.535	--	--	--
PIMO	Adult	267.816	14.187	--	--	--	--	10.843	--	--	--
PIMO	Adult	93.922	82.569	--	--	--	--	11.717	--	--	--
PIMO	Adult	187.364	148.039	--	--	--	--	6.233	--	--	--
PIMO	Adult	185.318	272.035	--	--	--	--	8.622	--	--	--
PIMO	Adult	30.943	15.971	--	--	--	--	17.616	--	--	--
PIMO	Adult	102.719	66.853	--	--	--	--	16.393	--	--	--
PIMO	Adult	23.173	140.813	--	--	--	--	25.485	--	--	--
PIMO	Adult	51.054	180.787	--	--	--	--	88.82	--	--	--
PIMO	Adult	183.833	281.831	--	--	--	--	11.947	--	--	--
PIMO	Adult	251.372	258.372	--	--	--	--	21.953	--	--	--
PIMO	Adult	198.697	119.081	--	--	--	--	325.484	--	--	--
PIMO	Adult	17.754	161.714	--	--	--	--	12.027	--	--	--
PIMO	Adult	20.744	164.466	--	--	--	--	1.353	--	--	--
PIMO	Adult	123.57	21.371	--	--	--	--	9.177	--	--	--
PIMO	Adult	290.855	143.781	--	--	--	--	23.087	--	--	--
PIMO	Adult	31.645	172.563	--	--	--	--	18.409	--	--	--
PIMO	Adult	167.8	287.162	--	--	--	--	36.434	--	--	--
PIMO	Adult	89.182	283.902	--	--	--	--	12.015	--	--	--
PIMO	Adult	23.773	203.468	--	--	--	--	7.87	--	--	--
PIMO	Adult	1.084	269.438	--	--	--	--	12.89	--	--	--
PIMO	Adult	4.688	47.184	--	--	--	--	28.591	--	--	--
PIMO	Adult	215.109	6.996	--	--	--	--	23.173	--	--	--
PIMO	Adult	77.05	167.019	--	--	--	--	17.154	--	--	--
PIMO	Adult	52.276	256.851	--	--	--	--	2.646	--	--	--
PIMO	Adult	64.475	122.955	--	--	--	--	9.952	--	--	--
PIMO	Adult	172.161	25.406	--	--	--	--	168.797	--	--	--
PIMO	Adult	117.986	87.922	--	--	--	--	6.354	--	--	--
PIMO	Adult	75.257	163.91	--	--	--	--	24.873	--	--	--
PIMO	Adult	135.38	71.717	--	--	--	--	11.761	--	--	--
PIMO	Adult	140.415	118.845	--	--	--	--	30.008	--	--	--
PIMO	Adult	210.741	176.847	--	--	--	--	16.622	--	--	--
PIMO	Adult	248.281	39.566	--	--	--	--	25.119	--	--	--
PIMO	Adult	267.786	217.28	--	--	--	--	12.874	--	--	--
PIMO	Adult	79.59	205.016	--	--	--	--	5.437	--	--	--
PIMO	Adult	282.973	49.249	--	--	--	--	4.2	--	--	--
PIMO	Adult	239.542	55.159	--	--	--	--	7.763	--	--	--
PIMO	Adult	252.162	104.04	--	--	--	--	5.431	--	--	--
PIMO	Adult	284.958	157.912	--	--	--	--	24.478	--	--	--
PIMO	Adult	116.284	143.752	--	--	--	--	10.938	--	--	--
PIMO	Adult	61.946	142.515	--	--	--	--	12.126	--	--	--
PIMO	Adult	177.61	111.004	--	--	--	--	20.842	--	--	--
PIMO	Adult	276.017	80.7	--	--	--	--	5.196	--	--	--
PIMO	Adult	238.263	252.854	--	--	--	--	99.945	--	--	--
PIMO	Adult	152.883	14.98	--	--	--	--	20.557	--	--	--
PIMO	Adult	224.622	160.096	--	--	--	--	4.828	--	--	--
PIMO	Adult	269.165	17.856	--	--	--	--	99.015	--	--	--
PIMO	Adult	175.461	169.476	--	--	--	--	8.649	--	--	--
PIMO	Adult	176.945	141.019	--	--	--	--	8.159	--	--	--
PIMO	Adult	298.835	45.513	--	--	--	--	6.616	--	--	--
PIMO	Adult	22.652	89.781	--	--	--	--	79.15	--	--	--
PIMO	Adult	22.181	279.845	--	--	--	--	2.458	--	--	--
PIMO	Adult	5.399	160.708	--	--	--	--	15.737	--	--	--
PIMO	Adult	266.848	273.958	--	--	--	--	73.311	--	--	--
PIMO	Adult	73.133	21.441	--	--	--	--	15.049	--	--	--
PIMO	Adult	289.367	190.422	--	--	--	--	21.103	--	--	--
PIMO	Adult	133.241	128.837	--	--	--	--	77.137	--	--	--
PIMO	Adult	16.931	42.804	--	--	--	--	12.135	--	--	--
PIMO	Adult	152.56	77.152	--	--	--	--	20.3	--	--	--
PIMO	Adult	276.609	277.37	--	--	--	--	4.235	--	--	--
PIMO	Adult	241.095	149.635	--	--	--	--	39.819	--	--	--
PIMO	Adult	114.959	76.028	--	--	--	--	22.346	--	--	--
PIMO	Adult	213.462	185.049	--	--	--	--	5.224	--	--	--
PIMO	Adult	96.951	222.118	--	--	--	--	12.154	--	--	--
PIMO	Adult	38.897	13.062	--	--	--	--	65.71	--	--	--
PIMO	Adult	221.086	36.747	--	--	--	--	24.07	--	--	--
PIMO	Adult	274.083	248.896	--	--	--	--	28.15	--	--	--
PIMO	Adult	279.382	215.349	--	--	--	--	89.677	--	--	--
PIMO	Adult	156.969	174.254	--	--	--	--	4.485	--	--	--
PIMO	Adult	93.63	55.846	--	--	--	--	129.789	--	--	--
PIMO	Adult	50.199	50.675	--	--	--	--	4.791	--	--	--
PIMO	Adult	220.884	207.508	--	--	--	--	17.874	--	--	--
PIMO	Adult	115.393	219.296	--	--	--	--	33.001	--	--	--
PIMO	Adult	249.29	147.735	--	--	--	--	13.04	--	--	--
PIMO	Adult	68.888	219.254	--	--	--	--	8.746	--	--	--
PIMO	Adult	169.313	30.097	--	--	--	--	10.482	--	--	--
PIMO	Adult	269.256	137.971	--	--	--	--	12.771	--	--	--
PIMO	Adult	120.483	36.092	--	--	--	--	19.584	--	--	--
PIMO	Adult	122.306	194.078	--	--	--	--	11.026	--	--	--
PIMO	Adult	152.733	134.025	--	--	--	--	12.695	--	--	--
PIMO	Adult	100.5	191.768	--	--	--	--	18.553	--	--	--
PIMO	Adult	129.82	1.158	--	--	--	--	21.511	--	--	--
PIMO	Adult	80.096	80.781	--	--	--	--	11.106	--	--	--
PIMO	Adult	89.769	6.385	--	--	--	--	21.219	--	--	--
PIMO	Adult	84.934	185.039	--	--	--	--	32.457	--	--	--
PIMO	Adult	198.631	102.362	--	--	--	--	5.449	--	--	--
PIMO	Adult	91.492	286.784	--	--	--	--	1.38	--	--	--
PIMO	Adult	297.746	219.762	--	--	--	--	16.691	--	--	--
PIMO	Adult	203.144	284.358	--	--	--	--	4.961	--	--	--
PIMO	Adult	33.413	276.063	--	--	--	--	91.607	--	--	--
PIMO	Adult	260.441	263.19	--	--	--	--	4.609	--	--	--
PIMO	Adult	49.288	244.153	--	--	--	--	5.759	--	--	--
PIMO	Adult	119.157	230.086	--	--	--	--	12.704	--	--	--
PIMO	Adult	276.37	66.265	--	--	--	--	5.087	--	--	--
PIMO	Adult	101.965	295.285	--	--	--	--	23.391	--	--	--
PIMO	Adult	150.47	73.211	--	--	--	--	3.046	--	--	--
PIMO	Adult	114.26	287.446	--	--	--	--	160.374	--	--	--
PIMO	Adult	173.331	274.845	--	--	--	--	6.81	--	--	--
PIMO	Adult	167.536	240.174	--	--	--	--	82.639	--	--	--
PIMO	Adult	249.798	114.302	--	--	--	--	5.856	--	--	--
PIMO	Adult	97.145	109.569	--	--	--	--	17.25	--	--	--
PIMO	Adult	74.566	204.044	--	--	--	--	28.568	--	--	--
PIMO	Adult	58.28	63.248	--	--	--	--	19.975	--	--	--
PIMO	Adult	211.368	246.988	--	--	--	--	78.235	--	--	--
PIMO	Adult	275.33	217.971	--	--	--	--	2.288	--	--	--
PIMO	Adult	172.86	222.848	--	--	--	--	12.938	--	--	--
PIMO	Adult	215.353	57.143	--	--	--	--	11.256	--	--	--
PIMO	Adult	16.978	83.918	--	--	--	--	4.811	--	--	--
PIMO	Adult	3.362	120.322	--	--	--	--	17.858	--	--	--
PIMO	Adult	212.706	25.197	--	--	--	--	10.716	--	--	--
PIMO	Adult	284.41	268.92	--	--	--	--	12.992	--	--	--
PIMO	Adult	31.129	186.2	--	--	--	--	12.268	--	--	--
PIMO	Adult	61.003	93.476	--	--	--	--	28.29	--	--	--
PIMO	Adult	198.131	264.402	--	--	--	--	10.947	--	--	--
PIMO	Adult	145.775	18.917	--	--	--	--	2.208	--	--	--
PIMO	Adult	267.128	231.323	--	--	--	--	10.489	--	--	--
PIMO	Adult	172.28	17.324	--	--	--	--	12.158	--	--	--
PIMO	Adult	108.446	69.692	--	--	--	--	13.951	--	--	--
PIMO	Adult	212.815	13.901	--	--	--	--	10.572	--	--	--
PIMO	Adult	27.655	256.071	--	--	--	--	17.159	--	--	--
PIMO	Adult	266.136	67.173	--	--	--	--	86.826	--	--	--
PIMO	Adult	24.868	274.892	--	--	--	--	9.217	--	--	--
PIMO	Adult	101.642	199.265	--	--	--	--	19.546	--	--	--
PIMO	Adult	277.137	96.176	--	--	--	--	29.492	--	--	--
PIMO	Adult	12.772	299.932	--	--	--	--	21.87	--	--	--
PIMO	Adult	216.241	73.953	--	--	--	--	10.565	--	--	--
PIMO	Adult	250.477	141.57	--	--	--	--	18.925	--	--	--
PIMO	Adult	137.435	76.74	--	--	--	--	8.577	--	--	--
PIMO	Adult	27.324	136.245	--	--	--	--	9.167	--	--	--
PIMO	Adult	201.378	85.999	--	--	--	--	3.236	--	--	--
PIMO	Adult	7.751	0.268	--	--	--	--	13.461	--	--	--
PIMO	Adult	3.169	57.553	--	--	--	--	22.622	--	--	--
PIMO	Adult	162.352	67.518	--	--	--	--	15.618	--	--	--
PIMO	Adult	192.67	101.194	--	--	--	--	2.833	--	--	--
PIMO	Adult	63.158	174.219	--	--	--	--	7.531	--	--	--
PIMO	Adult	232.915	7.097	--	--	--	--	9.673	--	--	--
PIMO	Adult	156.058	221.715	--	--	--	--	20.354	--	--	--
PIMO	Adult	282.871	142.28	--	--	--	--	5.627	--	--	--
PIMO	Adult	128.045	175.969	--	--	--	--	2.543	--	--	--
PIMO	Adult	182.411	168.19	--	--	--	--	1.569	--	--	--
PIMO	Adult	4.537	224.451	--	--	--	--	173.847	--	--	--
PIMO	Adult	214.572	215.545	--	--	--	--	22.945	--	--	--
PIMO	Adult	275.879	8.734	--	--	--	--	99.075	--	--	--
PIMO	Adult	173.015	265.387	--	--	--	--	2.152	--	--	--
PIMO	Adult	95.699	211.322	--	--	--	--	9.732	--	--	--
PIMO	Adult	124.564	23.348	--	--	--	--	5.801	--	--	--
PIMO	Adult	70.441	198.909	--	--	--	--	18.348	--	--	--
PIMO	Adult	266.799	74.999	--	--	--	--	17.716	--	--	--
PIMO	Adult	140.659	210.668	--	--	--	--	110.271	--	--	--
PIMO	Adult	8.467	61.425	--	--	--	--	22.91	--	--	--
PIMO	Adult	279.973	216.548	--	--	--	--	12.299	--	--	--
PIMO	Adult	176.352	252.25	--	--	--	--	20.725	--	--	--
PIMO	Adult	53.859	43.169	--	--	--	--	24.696	--	--	--
PIMO	Adult	153.577	53.883	--	--	--	--	8.498	--	--	--
PIMO	Adult	142.579	185.899	--	--	--	--	11.238	--	--	--
PIMO	Adult	179.231	64.415	--	--	--	--	21.529	--	--	--
PIMO	Adult	154.626	294.827	--	--	--	--	59.64	--	--	--
PIMO	Adult	275.153	85.55	--	--	--	--	1.493	--	--	--
PIMO	Adult	2.931	157.278	--	--	--	--	10.839	--	--	--
PIMO	Adult	168.848	235.985	--	--	--	--	10.717	--	--	--
PIMO	Adult	97.922	16.408	--	--	--	--	10.697	--	--	--
PIMO	Adult	274.001	101.714	--	--	--	--	23.513	--	--	--
PIMO	Adult	64.029	26.808	--	--	--	--	4.772	--	--	--
PIMO	Adult	121.96	178.377	--	--	--	--	13.145	--	--	--
PIMO	Adult	250.724	172.303	--	--	--	--	20.811	--	--	--
PIMO	Adult	44.873	183.149	--	--	--	--	18.078	--	--	--
PIMO	Adult	10.892	255.074	--	--	--	--	12.571	--	--	--
PIMO	Adult	268.397	12.481	--	--	--	--	10.986	--	--	--
PIMO	Adult	112.766	245.613	--	--	--	--	4.498	--	--	--
PIMO	Adult	14.213	99.204	--	--	--	--	11.319	--	--	--
PIMO	Adult	6.282	250.42	--	--	--	--	12.054	--	--	--
PIMO	Adult	249.616	179.333	--	--	--	--	22.234	--	--	--
PIMO	Adult	80.317	127.851	--	--	--	--	37.695	--	--	--
PIMO	Adult	156.532	172.397	--	--	--	--	7.835	--	--	--
PIMO	Adult	254.108	211.005	--	--	--	--	98.205	--	--	--
PIMO	Adult	188.625	106.543	--	--	--	--	23.718	--	--	--
PIMO	Adult	40.717	64.816	--	--	--	--	2.959	--	--	--
PIMO	Adult	6.512	146.591	--	--	--	--	16.457	--	--	--
PIMO	Adult	195.09	105.454	--	--	--	--	9.611	--	--	--
PIMO	Adult	148.782	48.022	--	--	--	--	10.466	--	--	--
PIMO	Adult	273.286	120.102	--	--	--	--	27.272	--	--	--
PIMO	Adult	76.308	49.332	--	--	--	--	25.234	--	--	--
PIMO	Adult	251.104	19.352	--	--	--	--	7.032	--	--	--
PIMO	Adult	85.832	11.198	--	--	--	--	8.334	--	--	--
PIMO	Adult	39.584	126.224	--	--	--	--	11.585	--	--	--
PIMO	Adult	135.219	88.808	--	--	--	--	9.137	--	--	--
PIMO	Adult	32.994	234.198	--	--	--	--	299.2	--	--	--
PIMO	Adult	237.988	96.011	--	--	--	--	22.13	--	--	--
PIMO	Adult	128.253	108.298	--	--	--	--	28.514	--	--	--
PIMO	Adult	220.37	5.877	--	--	--	--	22.017	--	--	--
PIMO	Adult	45.16	295.225	--	--	--	--	9.389	--	--	--
PIMO	Adult	98.069	200.857	--	--	--	--	15.712	--	--	--
PIMO	Adult	97.989	206.611	--	--	--	--	8.022	--	--	--
PIMO	Adult	144.523	194.72	--	--	--	--	1.628	--	--	--
PIMO	Adult	252.731	235.531	--	--	--	--	1.389	--	--	--
PIMO	Adult	159.717	92.249	--	--	--	--	4.706	--	--	--
PIMO	Adult	77.211	45.673	--	--	--	--	16.184	--	--	--
PIMO	Adult	209.605	184.908	--	--	--	--	272.983	--	--	--
PIMO	Adult	17.402	48.1	--	--	--	--	1.584	--	--	--
PIMO	Adult	72.912	144.747	--	--	--	--	34.339	--	--	--
PIMO	Adult	94.538	180.193	--	--	--	--	17.285	--	--	--
PIMO	Adult	251.415	76.905	--	--	--	--	19.978	--	--	--
PIMO	Adult	182.876	61.016	--	--	--	--	10.222	--	--	--
PIMO	Adult	114.614	222.277	--	--	--	--	5.344	--	--	--
PIMO	Adult	87.841	96.381	--	--	--	--	17.709	--	--	--
PIMO	Adult	238.732	62.614	--	--	--	--	14.827	--	--	--
PIMO	Adult	156.108	138.529	--	--	--	--	88.765	--	--	--
PIMO	Adult	71.556	213.971	--	--	--	--	8.63	--	--	--
PIMO	Adult	266.579	93.815	--	--	--	--	153.886	--	--	--
PIMO	Adult	180.741	292.624	--	--	--	--	10.086	--	--	--
PIMO	Adult	192.104	177.488	--	--	--	--	10.532	--	--	--
PIMO	Adult	210.123	104.611	--	--	--	--	8.029	--	--	--
PIMO	Adult	96.685	175.317	--	--	--	--	7.942	--	--	--
PIMO	Adult	2.659	73.9	--	--	--	--	21.117	--	--	--
PIMO	Adult	237.191	138.358	--	--	--	--	4.53	--	--	--
PIMO	Adult	41.253	194.175	--	--	--	--	94.019	--	--	--
PIMO	Adult	137.315	275.655	--	--	--	--	19.068	--	--	--
PIMO	Adult	150.803	60.452	--	--	--	--	2.205	--	--	--
PIMO	Adult	169.389	63.243	--	--	--	--	16.845	--	--	--
PIMO	Adult	131.359	89.093	--	--	--	--	84.374	--	--	--
PIMO	Adult	188.147	106.729	--	--	--	--	9.182	--	--	--
PIMO	Adult	199.695	120.391	--	--	--	--	6.518	--	--	--
PIMO	Adult	73.83	203.746	--	--	--	--	22.978	--	--	--
PIMO	Adult	64.417	233.497	--	--	--	--	14.934	--	--	--
PIMO	Adult	290.553	17.537	--	--	--	--	15.977	--	--	--
PIMO	Adult	194.324	197.05	--	--	--	--	12.433	--	--	--
PIMO	Adult	277.023	151.873	--	--	--	--	80.268	--	--	--
PIMO	Adult	110.967	192.21	--	--	--	--	29.138	--	--	--
PIMO	Adult	107.235	16.541	--	--	--	--	22.957	--	--	--
PIMO	Adult	206.151	20.248	--	--	--	--	105.246	--	--	--
PIMO	Adult	284.638	146.763	--	--	--	--	8.504	--	--	--
PIMO	Adult	58.12	130.524	--	--	--	--	4.73	--	--	--
PIMO	Adult	218.18	294.907	--	--	--	--	14.795	--	--	--
PIMO	Adult	50.564	248.111	--	--	--	--	2.598	--	--	--
PIMO	Adult	104.412	39.649	--	--	--	--	22.047	--	--	--
PIMO	Adult	182.23	44.527	--	--	--	--	94.205	--	--	--
PIMO	Adult	65.39	234.95	--	--	--	--	5.623	--	--	--
PIMO	Adult	123.587	210.469	--	--	--	--	19.448	--	--	--
PIMO	Adult	9.467	179.896	--	--	--	--	16.712	--	--	--
PIMO	Adult	124.598	193.329	--	--	--	--	36.67	--	--	--
PIMO	Adult	159.987	63.983	--	--	--	--	22.079	--	--	--
PIMO	Adult	181.316	200.455	--	--	--	--	157.312	--	--	--
PIMO	Adult	291.057	137.997	--	--	--	--	23.577	--	--	--
PIMO	Adult	64.715	238.449	--	--	--	--	88.797	--	--	--
PIMO	Adult	221.424	157.394	--	--	--	--	1.714	--	--	--
PIMO	Adult	36.449	122.32	--	--	--	--	4.459	--	--	--
PIMO	Adult	176.21	173.884	--	--	--	--	8.816	--	--	--
PIMO	Adult	273.655	62.937	--	--	--	--	11.747	--	--	--
PICO	Adult	228.673	264.123	--	--	--	--	8.559	--	--	--
PICO	Adult	209.718	198.105	--	--	--	--	8.82	--	--	--
PICO	Adult	98.475	241.346	--	--	--	--	7.795	--	--	--
PICO	Adult	124.979	216.385	--	--	--	--	1.991	--	--	--
PICO	Adult	178.466	157.365	--	--	--	--	7.557	--	--	--
PICO	Adult	18.237	97.639	--	--	--	--	8.915	--	--	--
PICO	Adult	298.93	3.909	--	--	--	--	7.587	--	--	--
