Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-BBBPIPO-Fin.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
ABCO	Adult	257.33	23.79	--	--	--	--	26.32	--	--	--
ABCO	Adult	212.77	217.52	--	--	--	--	7.02	--	--	--
ABCO	Adult	64.0	165.99	--	--	--	--	2.14	--	--	--
ABCO	Adult	292.1	52.05	--	--	--	--	5.95	--	--	--
ABCO	Adult	106.02	127.23	--	--	--	--	6.21	--	--	--
ABCO	Adult	239.27	218.48	--	--	--	--	7.45	--	--	--
ABCO	Adult	151.82	217.28	--	--	--	--	63.46	--	--	--
ABCO	Adult	255.71	165.79	--	--	--	--	10.07	--	--	--
ABCO	Adult	6.85	178.17	--	--	--	--	5.12	--	--	--
ABCO	Adult	3.84	194.07	--	--	--	--	35.13	--	--	--
ABCO	Adult	298.7	109.23	--	--	--	--	15.61	--	--	--
ABCO	Adult	254.23	34.76	--	--	--	--	11.13	--	--	--
ABCO	Adult	279.66	74.09	--	--	--	--	13.94	--	--	--
ABCO	Adult	227.16	60.78	--	--	--	--	72.79	--	--	--
ABCO	Adult	53.91	207.15	--	--	--	--	11.73	--	--	--
ABCO	Adult	243.76	123.87	--	--	--	--	26.8	--	--	--
ABCO	Adult	289.38	16.37	--	--	--	--	15.53	--	--	--
ABCO	Adult	252.69	144.31	--	--	--	--	23.58	--	--	--
ABCO	Adult	4.42	211.31	--	--	--	--	2.24	--	--	--
ABCO	Adult	265.26	27.89	--	--	--	--	4.45	--	--	--
ABCO	Adult	137.37	139.01	--	--	--	--	16.68	--	--	--
ABCO	Adult	236.02	113.21	--	--	--	--	60.71	--	--	--
ABCO	Adult	99.47	223.48	--	--	--	--	47.92	--	--	--
ABCO	Adult	140.62	24.44	--	--	--	--	52.18	--	--	--
ABCO	Adult	117.36	212.67	--	--	--	--	40.73	--	--	--
ABCO	Adult	28.89	279.15	--	--	--	--	9.31	--	--	--
ABCO	Adult	206.72	255.51	--	--	--	--	17.54	--	--	--
ABCO	Adult	189.95	275.63	--	--	--	--	47.49	--	--	--
ABCO	Adult	142.1	252.27	--	--	--	--	6.58	--	--	--
ABCO	Adult	289.09	259.39	--	--	--	--	12.68	--	--	--
ABCO	Adult	18.27	115.91	--	--	--	--	18.07	--	--	--
ABCO	Adult	240.97	53.32	--	--	--	--	5.84	--	--	--
ABCO	Adult	150.55	83.45	--	--	--	--	2.07	--	--	--
ABCO	Adult	216.78	271.44	--	--	--	--	84.13	--	--	--
ABCO	Adult	147.9	143.01	--	--	--	--	7.32	--	--	--
ABCO	Adult	252.62	274.58	--	--	--	--	3.85	--	--	--
ABCO	Adult	88.28	165.26	--	--	--	--	28.71	--	--	--
ABCO	Adult	21.99	186.7	--	--	--	--	5.56	--	--	--
ABCO	Adult	154.53	52.76	--	--	--	--	7.74	--	--	--
ABCO	Adult	167.77	29.1	--	--	--	--	10.74	--	--	--
ABCO	Adult	168.09	31.96	--	--	--	--	28.83	--	--	--
ABCO	Adult	45.6	209.82	--	--	--	--	3.53	--	--	--
ABCO	Adult	190.19	192.57	--	--	--	--	8.85	--	--	--
ABCO	Adult	286.68	284.43	--	--	--	--	3.91	--	--	--
ABCO	Adult	113.91	46.88	--	--	--	--	16.12	--	--	--
ABCO	Adult	93.66	275.91	--	--	--	--	11.95	--	--	--
ABCO	Adult	170.22	280.99	--	--	--	--	2.66	--	--	--
ABCO	Adult	107.75	97.07	--	--	--	--	10.67	--	--	--
ABCO	Adult	236.65	210.64	--	--	--	--	5.91	--	--	--
ABCO	Adult	278.47	140.31	--	--	--	--	9.36	--	--	--
ABCO	Adult	46.04	232.98	--	--	--	--	17.22	--	--	--
ABCO	Adult	283.21	232.86	--	--	--	--	53.87	--	--	--
ABCO	Adult	102.49	290.01	--	--	--	--	34.18	--	--	--
ABCO	Adult	103.21	65.52	--	--	--	--	61.07	--	--	--
ABCO	Adult	291.05	34.6	--	--	--	--	42.61	--	--	--
ABCO	Adult	177.4	182.74	--	--	--	--	7.92	--	--	--
ABCO	Adult	164.31	209.82	--	--	--	--	87.93	--	--	--
ABCO	Adult	190.17	216.35	--	--	--	--	12.72	--	--	--
ABCO	Adult	260.02	20.5	--	--	--	--	8.71	--	--	--
ABCO	Adult	5.79	233.8	--	--	--	--	3.77	--	--	--
ABCO	Adult	93.67	154.48	--	--	--	--	54.06	--	--	--
ABCO	Adult	227.13	65.23	--	--	--	--	20.84	--	--	--
ABCO	Adult	4.19	280.21	--	--	--	--	4.94	--	--	--
ABCO	Adult	290.86	58.41	--	--	--	--	8.87	--	--	--
ABCO	Adult	186.28	216.34	--	--	--	--	17.69	--	--	--
ABCO	Adult	280.92	125.28	--	--	--	--	7.61	--	--	--
ABCO	Adult	259.47	180.47	--	--	--	--	7.99	--	--	--
ABCO	Adult	130.4	155.88	--	--	--	--	11.16	--	--	--
ABCO	Adult	193.28	244.8	--	--	--	--	6.98	--	--	--
ABCO	Adult	137.02	99.45	--	--	--	--	7.3	--	--	--
ABCO	Adult	176.41	212.02	--	--	--	--	5.43	--	--	--
ABCO	Adult	218.69	138.7	--	--	--	--	21.55	--	--	--
ABCO	Adult	149.28	125.17	--	--	--	--	21.45	--	--	--
ABCO	Adult	183.13	275.03	--	--	--	--	2.33	--	--	--
ABCO	Adult	17.18	137.37	--	--	--	--	31.74	--	--	--
ABCO	Adult	229.48	66.57	--	--	--	--	1.25	--	--	--
CADE	Adult	245.19	212.92	--	--	--	--	10.49	--	--	--
CADE	Adult	229.35	7.79	--	--	--	--	14.58	--	--	--
CADE	Adult	169.11	161.27	--	--	--	--	8.55	--	--	--
CADE	Adult	279.46	0.97	--	--	--	--	4.23	--	--	--
CADE	Adult	199.54	146.86	--	--	--	--	7.42	--	--	--
CADE	Adult	228.38	295.45	--	--	--	--	12.24	--	--	--
CADE	Adult	225.28	84.48	--	--	--	--	35.8	--	--	--
CADE	Adult	146.08	65.32	--	--	--	--	9.63	--	--	--
CADE	Adult	168.21	134.52	--	--	--	--	28.33	--	--	--
CADE	Adult	152.27	176.05	--	--	--	--	18.57	--	--	--
CADE	Adult	91.21	190.86	--	--	--	--	31.86	--	--	--
CADE	Adult	199.59	242.52	--	--	--	--	30.64	--	--	--
CADE	Adult	43.01	113.38	--	--	--	--	20.51	--	--	--
CADE	Adult	269.54	210.13	--	--	--	--	13.03	--	--	--
CADE	Adult	259.54	122.05	--	--	--	--	21.29	--	--	--
CADE	Adult	27.54	219.5	--	--	--	--	18.66	--	--	--
CADE	Adult	98.66	203.17	--	--	--	--	16.12	--	--	--
CADE	Adult	108.99	290.69	--	--	--	--	28.75	--	--	--
CADE	Adult	265.86	55.91	--	--	--	--	12.09	--	--	--
CADE	Adult	21.07	140.95	--	--	--	--	6.29	--	--	--
CADE	Adult	191.47	288.99	--	--	--	--	2.32	--	--	--
CADE	Adult	220.34	73.03	--	--	--	--	17.5	--	--	--
CADE	Adult	14.48	278.17	--	--	--	--	54.57	--	--	--
CADE	Adult	212.18	1.53	--	--	--	--	3.62	--	--	--
CADE	Adult	33.91	268.97	--	--	--	--	14.09	--	--	--
CADE	Adult	136.12	252.24	--	--	--	--	13.85	--	--	--
CADE	Adult	55.05	164.37	--	--	--	--	11.85	--	--	--
CADE	Adult	153.17	243.0	--	--	--	--	7.26	--	--	--
CADE	Adult	244.59	269.99	--	--	--	--	22.32	--	--	--
CADE	Adult	70.47	230.89	--	--	--	--	7.1	--	--	--
CADE	Adult	160.46	225.69	--	--	--	--	22.01	--	--	--
CADE	Adult	253.39	6.04	--	--	--	--	5.59	--	--	--
CADE	Adult	99.61	182.72	--	--	--	--	2.09	--	--	--
CADE	Adult	72.98	137.55	--	--	--	--	44.22	--	--	--
CADE	Adult	12.61	139.22	--	--	--	--	34.98	--	--	--
CADE	Adult	109.59	87.56	--	--	--	--	25.96	--	--	--
CADE	Adult	180.08	250.42	--	--	--	--	7.8	--	--	--
CADE	Adult	205.23	296.26	--	--	--	--	26.99	--	--	--
CADE	Adult	115.03	79.17	--	--	--	--	11.3	--	--	--
CADE	Adult	204.01	219.81	--	--	--	--	15.42	--	--	--
CADE	Adult	51.48	114.82	--	--	--	--	11.94	--	--	--
CADE	Adult	151.98	133.23	--	--	--	--	22.49	--	--	--
CADE	Adult	239.18	151.08	--	--	--	--	33.44	--	--	--
CADE	Adult	239.46	211.29	--	--	--	--	31.57	--	--	--
CADE	Adult	17.03	105.05	--	--	--	--	5.24	--	--	--
CADE	Adult	159.11	276.18	--	--	--	--	10.78	--	--	--
CADE	Adult	183.83	99.62	--	--	--	--	2.79	--	--	--
CADE	Adult	154.65	291.59	--	--	--	--	46.53	--	--	--
CADE	Adult	204.15	297.33	--	--	--	--	8.96	--	--	--
CADE	Adult	218.86	142.16	--	--	--	--	15.11	--	--	--
CADE	Adult	164.66	206.7	--	--	--	--	51.25	--	--	--
CADE	Adult	142.38	107.24	--	--	--	--	45.83	--	--	--
CADE	Adult	126.76	210.3	--	--	--	--	7.83	--	--	--
CADE	Adult	60.11	227.75	--	--	--	--	8.59	--	--	--
CADE	Adult	196.32	208.85	--	--	--	--	91.95	--	--	--
CADE	Adult	284.36	263.84	--	--	--	--	15.97	--	--	--
CADE	Adult	163.09	168.37	--	--	--	--	60.9	--	--	--
CADE	Adult	278.08	81.79	--	--	--	--	21.06	--	--	--
CADE	Adult	84.2	139.35	--	--	--	--	12.35	--	--	--
CADE	Adult	88.59	178.69	--	--	--	--	11.15	--	--	--
CADE	Adult	204.51	249.82	--	--	--	--	16.85	--	--	--
CADE	Adult	250.48	71.16	--	--	--	--	14.77	--	--	--
CADE	Adult	169.9	45.92	--	--	--	--	10.38	--	--	--
CADE	Adult	40.24	232.74	--	--	--	--	6.09	--	--	--
CADE	Adult	186.19	58.95	--	--	--	--	20.73	--	--	--
CADE	Adult	78.76	210.35	--	--	--	--	7.29	--	--	--
CADE	Adult	281.57	71.98	--	--	--	--	6.44	--	--	--
CADE	Adult	116.71	195.97	--	--	--	--	15.08	--	--	--
CADE	Adult	16.15	243.94	--	--	--	--	4.39	--	--	--
CADE	Adult	191.39	282.65	--	--	--	--	9.37	--	--	--
CADE	Adult	292.6	159.67	--	--	--	--	63.11	--	--	--
CADE	Adult	286.62	76.15	--	--	--	--	25.3	--	--	--
CADE	Adult	201.25	66.16	--	--	--	--	20.78	--	--	--
CADE	Adult	140.35	154.38	--	--	--	--	35.88	--	--	--
CADE	Adult	298.94	62.95	--	--	--	--	13.87	--	--	--
CADE	Adult	212.66	181.73	--	--	--	--	32.78	--	--	--
CADE	Adult	183.78	246.88	--	--	--	--	1.7	--	--	--
CADE	Adult	252.05	84.7	--	--	--	--	59.13	--	--	--
CADE	Adult	53.04	231.0	--	--	--	--	15.96	--	--	--
CADE	Adult	165.36	153.86	--	--	--	--	13.63	--	--	--
CADE	Adult	253.53	291.9	--	--	--	--	13.34	--	--	--
CADE	Adult	108.01	202.32	--	--	--	--	14.68	--	--	--
CADE	Adult	261.2	114.27	--	--	--	--	18.81	--	--	--
CADE	Adult	41.01	255.82	--	--	--	--	54.26	--	--	--
CADE	Adult	162.6	122.11	--	--	--	--	22.12	--	--	--
CADE	Adult	165.89	21.97	--	--	--	--	15.31	--	--	--
CADE	Adult	143.96	47.12	--	--	--	--	30.54	--	--	--
CADE	Adult	263.31	43.45	--	--	--	--	9.99	--	--	--
CADE	Adult	138.81	226.93	--	--	--	--	6.86	--	--	--
CADE	Adult	24.44	217.01	--	--	--	--	7.69	--	--	--
CADE	Adult	42.85	106.44	--	--	--	--	17.45	--	--	--
CADE	Adult	209.78	104.63	--	--	--	--	21.79	--	--	--
CADE	Adult	232.04	71.74	--	--	--	--	14.7	--	--	--
CADE	Adult	179.33	119.91	--	--	--	--	12.15	--	--	--
CADE	Adult	297.7	22.84	--	--	--	--	11.59	--	--	--
CADE	Adult	149.61	31.56	--	--	--	--	6.72	--	--	--
CADE	Adult	106.44	117.32	--	--	--	--	8.41	--	--	--
CADE	Adult	124.31	282.3	--	--	--	--	39.38	--	--	--
CADE	Adult	189.02	210.08	--	--	--	--	14.71	--	--	--
CADE	Adult	59.44	127.7	--	--	--	--	31.82	--	--	--
CADE	Adult	148.26	215.48	--	--	--	--	18.33	--	--	--
CADE	Adult	90.25	118.12	--	--	--	--	22.39	--	--	--
CADE	Adult	91.99	195.91	--	--	--	--	8.39	--	--	--
CADE	Adult	195.4	51.53	--	--	--	--	26.33	--	--	--
CADE	Adult	131.05	197.19	--	--	--	--	27.19	--	--	--
CADE	Adult	132.7	31.21	--	--	--	--	7.6	--	--	--
CADE	Adult	36.23	249.2	--	--	--	--	16.1	--	--	--
CADE	Adult	293.51	89.86	--	--	--	--	20.37	--	--	--
CADE	Adult	171.41	288.8	--	--	--	--	38.99	--	--	--
CADE	Adult	48.04	255.74	--	--	--	--	57.19	--	--	--
CADE	Adult	51.9	151.05	--	--	--	--	14.7	--	--	--
CADE	Adult	180.51	168.59	--	--	--	--	6.57	--	--	--
CADE	Adult	160.57	159.28	--	--	--	--	6.87	--	--	--
CADE	Adult	152.27	298.34	--	--	--	--	11.01	--	--	--
CADE	Adult	252.45	39.75	--	--	--	--	9.06	--	--	--
CADE	Adult	214.02	238.28	--	--	--	--	15.83	--	--	--
CADE	Adult	165.69	230.39	--	--	--	--	34.41	--	--	--
CADE	Adult	58.85	114.75	--	--	--	--	6.51	--	--	--
CADE	Adult	173.48	59.34	--	--	--	--	23.86	--	--	--
CADE	Adult	108.98	113.69	--	--	--	--	49.22	--	--	--
CADE	Adult	37.85	293.07	--	--	--	--	11.74	--	--	--
CADE	Adult	124.67	233.75	--	--	--	--	8.29	--	--	--
CADE	Adult	62.74	276.47	--	--	--	--	17.51	--	--	--
CADE	Adult	140.28	184.93	--	--	--	--	20.86	--	--	--
CADE	Adult	234.54	126.93	--	--	--	--	5.91	--	--	--
CADE	Adult	214.93	163.81	--	--	--	--	40.59	--	--	--
CADE	Adult	41.94	108.84	--	--	--	--	10.98	--	--	--
CADE	Adult	215.06	147.52	--	--	--	--	8.42	--	--	--
CADE	Adult	33.6	219.37	--	--	--	--	21.26	--	--	--
CADE	Adult	295.7	215.64	--	--	--	--	33.75	--	--	--
CADE	Adult	234.08	35.2	--	--	--	--	22.48	--	--	--
CADE	Adult	254.73	186.72	--	--	--	--	5.74	--	--	--
CADE	Adult	299.34	37.86	--	--	--	--	1.07	--	--	--
CADE	Adult	231.24	65.3	--	--	--	--	14.95	--	--	--
CADE	Adult	105.22	155.08	--	--	--	--	4.93	--	--	--
CADE	Adult	53.36	191.8	--	--	--	--	14.81	--	--	--
CADE	Adult	24.04	191.17	--	--	--	--	4.04	--	--	--
CADE	Adult	204.52	281.18	--	--	--	--	19.64	--	--	--
CADE	Adult	37.2	234.3	--	--	--	--	8.3	--	--	--
CADE	Adult	213.22	14.52	--	--	--	--	6.55	--	--	--
CADE	Adult	173.1	176.94	--	--	--	--	18.81	--	--	--
CADE	Adult	171.88	99.6	--	--	--	--	14.4	--	--	--
CADE	Adult	299.28	24.82	--	--	--	--	23.98	--	--	--
CADE	Adult	189.44	191.75	--	--	--	--	10.84	--	--	--
CADE	Adult	222.05	158.13	--	--	--	--	6.3	--	--	--
CADE	Adult	113.83	110.73	--	--	--	--	13.67	--	--	--
CADE	Adult	44.35	242.31	--	--	--	--	4.77	--	--	--
CADE	Adult	24.59	276.04	--	--	--	--	14.37	--	--	--
CADE	Adult	162.0	92.19	--	--	--	--	13.18	--	--	--
CADE	Adult	261.58	61.25	--	--	--	--	18.97	--	--	--
CADE	Adult	41.22	263.13	--	--	--	--	35.31	--	--	--
CADE	Adult	196.39	131.97	--	--	--	--	29.35	--	--	--
CADE	Adult	75.09	247.39	--	--	--	--	22.77	--	--	--
CADE	Adult	31.63	252.85	--	--	--	--	10.26	--	--	--
CADE	Adult	65.01	163.33	--	--	--	--	12.82	--	--	--
CADE	Adult	150.89	141.28	--	--	--	--	7.7	--	--	--
CADE	Adult	256.56	5.73	--	--	--	--	8.69	--	--	--
CADE	Adult	272.2	147.53	--	--	--	--	197.3	--	--	--
CADE	Adult	24.93	255.69	--	--	--	--	17.35	--	--	--
CADE	Adult	250.49	35.44	--	--	--	--	11.62	--	--	--
CADE	Adult	17.25	138.45	--	--	--	--	5.84	--	--	--
CADE	Adult	258.36	119.35	--	--	--	--	33.48	--	--	--
CADE	Adult	225.3	3.32	--	--	--	--	8.86	--	--	--
CADE	Adult	77.75	207.56	--	--	--	--	22.21	--	--	--
CADE	Adult	139.72	127.51	--	--	--	--	4.61	--	--	--
CADE	Adult	229.1	7.17	--	--	--	--	18.92	--	--	--
CADE	Adult	168.25	131.79	--	--	--	--	11.7	--	--	--
CADE	Adult	129.17	252.0	--	--	--	--	10.99	--	--	--
CADE	Adult	97.3	112.86	--	--	--	--	6.57	--	--	--
CADE	Adult	43.46	215.97	--	--	--	--	11.25	--	--	--
CADE	Adult	227.8	106.74	--	--	--	--	16.31	--	--	--
CADE	Adult	252.4	16.36	--	--	--	--	3.4	--	--	--
CADE	Adult	149.99	242.59	--	--	--	--	9.92	--	--	--
CADE	Adult	137.54	164.26	--	--	--	--	4.16	--	--	--
CADE	Adult	119.52	255.49	--	--	--	--	31.32	--	--	--
CADE	Adult	171.76	105.47	--	--	--	--	12.59	--	--	--
CADE	Adult	10.17	145.43	--	--	--	--	16.12	--	--	--
CADE	Adult	256.57	78.68	--	--	--	--	20.59	--	--	--
CADE	Adult	265.5	292.57	--	--	--	--	58.52	--	--	--
CADE	Adult	194.89	199.03	--	--	--	--	2.94	--	--	--
CADE	Adult	2.72	294.0	--	--	--	--	16.11	--	--	--
CADE	Adult	243.83	26.21	--	--	--	--	22.8	--	--	--
CADE	Adult	224.09	47.26	--	--	--	--	38.57	--	--	--
CADE	Adult	29.62	167.4	--	--	--	--	12.5	--	--	--
CADE	Adult	272.18	290.72	--	--	--	--	7.81	--	--	--
CADE	Adult	66.18	271.69	--	--	--	--	10.66	--	--	--
CADE	Adult	104.4	251.07	--	--	--	--	6.32	--	--	--
CADE	Adult	260.29	67.21	--	--	--	--	2.31	--	--	--
CADE	Adult	178.83	227.79	--	--	--	--	21.7	--	--	--
CADE	Adult	71.61	285.06	--	--	--	--	10.74	--	--	--
CADE	Adult	199.53	117.81	--	--	--	--	22.87	--	--	--
CADE	Adult	125.34	24.31	--	--	--	--	13.89	--	--	--
CADE	Adult	213.95	120.53	--	--	--	--	118.85	--	--	--
CADE	Adult	214.79	154.32	--	--	--	--	27.46	--	--	--
CADE	Adult	257.92	289.13	--	--	--	--	8.06	--	--	--
CADE	Adult	290.94	131.37	--	--	--	--	11.13	--	--	--
CADE	Adult	277.75	36.66	--	--	--	--	24.83	--	--	--
CADE	Adult	98.4	150.11	--	--	--	--	6.0	--	--	--
CADE	Adult	92.41	295.21	--	--	--	--	7.24	--	--	--
CADE	Adult	61.67	192.91	--	--	--	--	22.72	--	--	--
CADE	Adult	203.76	73.42	--	--	--	--	7.57	--	--	--
CADE	Adult	265.47	70.91	--	--	--	--	11.56	--	--	--
CADE	Adult	116.71	124.37	--	--	--	--	17.31	--	--	--
CADE	Adult	237.62	34.18	--	--	--	--	27.64	--	--	--
CADE	Adult	26.61	209.88	--	--	--	--	7.16	--	--	--
CADE	Adult	85.77	100.58	--	--	--	--	7.06	--	--	--
CADE	Adult	261.73	113.63	--	--	--	--	18.64	--	--	--
CADE	Adult	108.38	33.92	--	--	--	--	9.39	--	--	--
CADE	Adult	150.2	145.79	--	--	--	--	40.8	--	--	--
CADE	Adult	286.66	160.88	--	--	--	--	40.35	--	--	--
CADE	Adult	158.95	256.12	--	--	--	--	15.28	--	--	--
CADE	Adult	269.44	68.15	--	--	--	--	6.26	--	--	--
CADE	Adult	45.16	141.2	--	--	--	--	18.93	--	--	--
CADE	Adult	38.78	216.42	--	--	--	--	10.31	--	--	--
CADE	Adult	9.59	258.54	--	--	--	--	10.18	--	--	--
CADE	Adult	162.81	232.99	--	--	--	--	3.52	--	--	--
CADE	Adult	148.28	292.1	--	--	--	--	8.54	--	--	--
CADE	Adult	33.38	233.53	--	--	--	--	24.48	--	--	--
CADE	Adult	145.17	10.92	--	--	--	--	15.28	--	--	--
CADE	Adult	218.41	270.75	--	--	--	--	56.83	--	--	--
CADE	Adult	29.11	138.23	--	--	--	--	15.8	--	--	--
CADE	Adult	215.58	73.01	--	--	--	--	8.1	--	--	--
CADE	Adult	253.0	183.46	--	--	--	--	35.27	--	--	--
CADE	Adult	12.58	195.72	--	--	--	--	11.02	--	--	--
CADE	Adult	35.44	134.24	--	--	--	--	26.4	--	--	--
CADE	Adult	205.54	138.95	--	--	--	--	25.88	--	--	--
CADE	Adult	212.8	163.73	--	--	--	--	10.7	--	--	--
CADE	Adult	264.81	239.06	--	--	--	--	14.48	--	--	--
CADE	Adult	198.13	149.14	--	--	--	--	21.86	--	--	--
CADE	Adult	37.85	274.07	--	--	--	--	39.29	--	--	--
CADE	Adult	177.5	43.43	--	--	--	--	12.97	--	--	--
CADE	Adult	34.47	150.11	--	--	--	--	16.17	--	--	--
CADE	Adult	134.48	109.65	--	--	--	--	7.35	--	--	--
CADE	Adult	113.59	13.3	--	--	--	--	38.18	--	--	--
CADE	Adult	46.55	149.49	--	--	--	--	54.66	--	--	--
CADE	Adult	146.58	178.0	--	--	--	--	13.73	--	--	--
CADE	Adult	285.23	129.24	--	--	--	--	10.1	--	--	--
CADE	Adult	124.16	58.09	--	--	--	--	13.15	--	--	--
CADE	Adult	269.79	14.77	--	--	--	--	11.11	--	--	--
CADE	Adult	254.76	146.28	--	--	--	--	21.68	--	--	--
CADE	Adult	166.28	97.49	--	--	--	--	47.49	--	--	--
CADE	Adult	194.07	172.4	--	--	--	--	10.36	--	--	--
CADE	Adult	125.73	156.9	--	--	--	--	11.57	--	--	--
CADE	Adult	193.85	267.52	--	--	--	--	53.34	--	--	--
CADE	Adult	172.72	20.72	--	--	--	--	8.3	--	--	--
CADE	Adult	148.42	152.65	--	--	--	--	11.01	--	--	--
CADE	Adult	6.2	255.29	--	--	--	--	3.85	--	--	--
CADE	Adult	118.64	68.49	--	--	--	--	5.56	--	--	--
CADE	Adult	49.53	202.88	--	--	--	--	18.58	--	--	--
CADE	Adult	202.8	29.67	--	--	--	--	22.51	--	--	--
CADE	Adult	177.25	148.23	--	--	--	--	15.34	--	--	--
CADE	Adult	299.11	256.71	--	--	--	--	17.39	--	--	--
CADE	Adult	129.46	32.5	--	--	--	--	19.47	--	--	--
CADE	Adult	274.02	35.07	--	--	--	--	17.41	--	--	--
CADE	Adult	294.39	185.41	--	--	--	--	28.95	--	--	--
CADE	Adult	11.55	238.91	--	--	--	--	8.39	--	--	--
CADE	Adult	177.53	36.29	--	--	--	--	23.59	--	--	--
CADE	Adult	281.28	224.91	--	--	--	--	4.99	--	--	--
CADE	Adult	285.02	27.38	--	--	--	--	69.67	--	--	--
CADE	Adult	106.97	100.86	--	--	--	--	9.27	--	--	--
CADE	Adult	108.12	132.77	--	--	--	--	37.39	--	--	--
CADE	Adult	109.3	94.91	--	--	--	--	14.63	--	--	--
CADE	Adult	134.03	154.72	--	--	--	--	19.61	--	--	--
CADE	Adult	1.02	276.87	--	--	--	--	28.15	--	--	--
CADE	Adult	92.39	286.25	--	--	--	--	15.71	--	--	--
CADE	Adult	174.75	174.3	--	--	--	--	17.33	--	--	--
CADE	Adult	66.06	145.29	--	--	--	--	5.21	--	--	--
CADE	Adult	244.3	261.14	--	--	--	--	13.62	--	--	--
CADE	Adult	163.82	155.59	--	--	--	--	71.56	--	--	--
CADE	Adult	264.89	166.34	--	--	--	--	29.22	--	--	--
CADE	Adult	277.79	281.31	--	--	--	--	5.93	--	--	--
CADE	Adult	104.66	79.29	--	--	--	--	40.59	--	--	--
CADE	Adult	70.61	180.25	--	--	--	--	19.42	--	--	--
CADE	Adult	3.0	151.66	--	--	--	--	13.73	--	--	--
CADE	Adult	270.13	258.79	--	--	--	--	2.0	--	--	--
CADE	Adult	161.43	277.44	--	--	--	--	6.08	--	--	--
CADE	Adult	47.83	197.22	--	--	--	--	15.28	--	--	--
CADE	Adult	204.46	275.46	--	--	--	--	27.51	--	--	--
CADE	Adult	239.18	253.43	--	--	--	--	6.17	--	--	--
CADE	Adult	260.52	294.3	--	--	--	--	7.85	--	--	--
CADE	Adult	294.51	283.63	--	--	--	--	18.66	--	--	--
CADE	Adult	107.65	219.57	--	--	--	--	7.83	--	--	--
CADE	Adult	297.2	207.64	--	--	--	--	3.96	--	--	--
CADE	Adult	113.78	96.3	--	--	--	--	21.96	--	--	--
CADE	Adult	234.56	173.2	--	--	--	--	20.57	--	--	--
CADE	Adult	231.74	166.63	--	--	--	--	38.12	--	--	--
CADE	Adult	136.57	95.62	--	--	--	--	27.88	--	--	--
CADE	Adult	92.41	151.57	--	--	--	--	7.53	--	--	--
CADE	Adult	203.54	153.38	--	--	--	--	20.26	--	--	--
CADE	Adult	228.76	70.28	--	--	--	--	6.37	--	--	--
CADE	Adult	140.31	177.97	--	--	--	--	58.77	--	--	--
CADE	Adult	200.98	157.26	--	--	--	--	15.41	--	--	--
CADE	Adult	257.34	43.5	--	--	--	--	50.3	--	--	--
CADE	Adult	225.2	89.11	--	--	--	--	25.58	--	--	--
CADE	Adult	254.69	31.68	--	--	--	--	5.35	--	--	--
CADE	Adult	101.76	210.34	--	--	--	--	4.42	--	--	--
CADE	Adult	106.92	293.76	--	--	--	--	4.7	--	--	--
CADE	Adult	2.86	294.56	--	--	--	--	38.72	--	--	--
CADE	Adult	115.62	114.9	--	--	--	--	11.66	--	--	--
CADE	Adult	106.72	202.7	--	--	--	--	11.31	--	--	--
CADE	Adult	15.78	208.65	--	--	--	--	17.23	--	--	--
CADE	Adult	250.5	111.94	--	--	--	--	22.03	--	--	--
CADE	Adult	283.79	27.34	--	--	--	--	8.77	--	--	--
CADE	Adult	22.72	155.65	--	--	--	--	2.84	--	--	--
CADE	Adult	114.94	266.41	--	--	--	--	9.54	--	--	--
CADE	Adult	104.27	100.16	--	--	--	--	6.21	--	--	--
CADE	Adult	136.56	223.6	--	--	--	--	24.31	--	--	--
CADE	Adult	128.4	166.23	--	--	--	--	6.5	--	--	--
CADE	Adult	196.34	28.01	--	--	--	--	8.75	--	--	--
CADE	Adult	174.74	111.6	--	--	--	--	18.38	--	--	--
CADE	Adult	105.27	101.34	--	--	--	--	10.92	--	--	--
CADE	Adult	282.44	137.7	--	--	--	--	8.41	--	--	--
CADE	Adult	82.6	252.34	--	--	--	--	55.28	--	--	--
CADE	Adult	140.42	58.43	--	--	--	--	17.02	--	--	--
CADE	Adult	195.76	147.3	--	--	--	--	11.97	--	--	--
CADE	Adult	258.79	8.67	--	--	--	--	9.01	--	--	--
CADE	Adult	199.29	35.31	--	--	--	--	13.98	--	--	--
CADE	Adult	179.38	80.7	--	--	--	--	27.3	--	--	--
CADE	Adult	281.73	69.85	--	--	--	--	18.39	--	--	--
CADE	Adult	201.71	275.65	--	--	--	--	25.33	--	--	--
CADE	Adult	82.56	248.06	--	--	--	--	112.45	--	--	--
CADE	Adult	206.56	240.73	--	--	--	--	6.8	--	--	--
CADE	Adult	36.16	153.26	--	--	--	--	17.2	--	--	--
CADE	Adult	165.45	99.84	--	--	--	--	56.1	--	--	--
CADE	Adult	211.77	267.53	--	--	--	--	4.65	--	--	--
CADE	Adult	124.45	80.89	--	--	--	--	10.69	--	--	--
CADE	Adult	291.93	278.92	--	--	--	--	10.29	--	--	--
CADE	Adult	110.13	267.82	--	--	--	--	26.76	--	--	--
CADE	Adult	165.37	10.08	--	--	--	--	28.28	--	--	--
CADE	Adult	268.32	176.85	--	--	--	--	19.47	--	--	--
