X	Y	Species	Type	Diam
13.22	287.54	PIMO	Adult	14.86
204.1	88.57	PIMO	Adult	28.69
186.63	244.19	PIMO	Adult	13
283.4	206.37	PIMO	Adult	11.41
0.44	194.34	PIMO	Adult	7.31
61.8	186.62	PIMO	Adult	14.21
277.63	30.06	PIMO	Adult	4.24
25.62	48.82	PIMO	Adult	8.5
71.55	26.32	PIMO	Adult	5.8
67.64	33.2	PIMO	Adult	11.9
66.2	36.27	PIMO	Adult	11.6
62.91	38.03	PIMO	Adult	60
66.62	41.69	PIMO	Adult	17.1
65.42	41.82	PIMO	Adult	4.7
69.86	42.8	PIMO	Adult	80.8
68.04	46.2	PIMO	Adult	1.6
49.87	48.13	PIMO	Adult	8.6
74.33	35.39	PICO	Adult	2
88.68	37.08	PIMO	Adult	4.7
91.79	42.59	PIMO	Adult	97.4
90.57	46.83	PIMO	Adult	93.6
74.64	46.05	PIMO	Adult	25.6
79.76	41	PIMO	Adult	17.9
77.86	38.73	PIMO	Adult	15.9
119.78	45.18	PICO	Adult	8.3
115.32	33.13	PIMO	Adult	6.9
117.82	40.24	PIMO	Adult	35.5
99.88	36.65	PIMO	Adult	9.2
101.17	43.98	PIMO	Adult	120.7
134.7	27.31	PIMO	Adult	11.5
139.32	41.3	PIMO	Adult	11.7
141.1	42.3	PIMO	Adult	21.5
130.25	38.09	PIMO	Adult	2.4
124.6	26.14	PIMO	Adult	5.7
129.4	32.65	PIMO	Adult	2.9
4.17	55.93	PIMO	Adult	20.7
4.69	56.94	PIMO	Adult	11.4
5.34	61.84	PIMO	Adult	14.6
6.54	62.96	PIMO	Adult	11.9
44.14	50.52	PIMO	Adult	21.6
39.86	50.65	PIMO	Adult	33.2
38.13	55.18	PIMO	Adult	14.4
38.15	59.05	PIMO	Adult	10.7
37.59	61.93	PIMO	Adult	11.4
40.56	64.05	PIMO	Adult	10.9
40.04	62.85	PIMO	Adult	12.4
39.59	61.59	PIMO	Adult	20.9
43.16	68.01	PIMO	Adult	13.7
44.37	66.72	PIMO	Adult	35.6
44.47	58.25	PIMO	Adult	16.2
68.01	55.43	PIMO	Adult	21.9
54.42	67.68	PIMO	Adult	4.5
50.3	51.1	PIMO	Adult	12.3
55.11	61.04	PIMO	Adult	104.2
56.65	50.98	PIMO	Adult	17.7
57.88	55.55	PIMO	Adult	8.3
58.33	56.4	PIMO	Adult	14.5
67.07	56.41	PIMO	Adult	29.6
72.46	53.68	PIMO	Adult	24.5
78.05	58.38	PIMO	Adult	80.6
79.36	68.39	PIMO	Adult	22.4
92.47	55.96	PIMO	Adult	298.7
92.92	51.84	PIMO	Adult	104.8
109.38	60.9	PIMO	Adult	13.2
120.06	65.71	PIMO	Adult	2.3
119.4	61.12	PIMO	Adult	16.4
120.05	61.82	PIMO	Adult	38.5
122.13	63.34	PIMO	Adult	8.8
117.34	57.33	PIMO	Adult	28.2
118.36	53.28	PIMO	Adult	1.5
124.32	67.54	PIMO	Adult	2.7
139.37	57.21	PIMO	Adult	18.3
17.22	3.77	PIMO	Adult	8.1
22.7	1.63	PIMO	Adult	25.5
22.65	24.52	PIMO	Adult	158.1
66.61	21.3	PIMO	Adult	8.4
67.43	23.96	PIMO	Adult	4.6
83.03	10.89	PIMO	Adult	4.8
83.97	12.88	PIMO	Adult	5.6
110.75	0	PIMO	Adult	7
129.45	18.05	PIMO	Adult	11.7
139.45	10.19	PIMO	Adult	4.4
140.41	10.14	PIMO	Adult	9.8
22.17	33.32	PIMO	Adult	12.7
13.88	47.05	PIMO	Adult	5.2
47.31	45.98	PIMO	Adult	18.4
44.38	43	PIMO	Adult	9.1
42.23	43.72	PIMO	Adult	12.1
40.48	46.56	PIMO	Adult	24.3
34.95	45.55	PIMO	Adult	6.2
34.85	45.26	PIMO	Adult	20.4
30.33	46.14	PIMO	Adult	29.7
25.59	37.07	PIMO	Adult	3.4
140.09	59.51	PIMO	Adult	21.5
137.54	69.49	PIMO	Adult	2.7
132.36	72.3	PIMO	Adult	8.2
